CIDX	RIDX	COMPOUND_NAME	COMPOUND_KEY
EOS100658	LEY_VERO	BMS-509744	BMS-509744
EOS100659	LEY_VERO	EPALRESTAT	EPALRESTAT
EOS100660	LEY_VERO	ETOPOSIDE	ETOPOSIDE
EOS100661	LEY_VERO	BMS-536924	BMS-536924
EOS100662	LEY_VERO	DABRAFENIB	DABRAFENIB
EOS100663	LEY_VERO	CANTHARIDIN	CANTHARIDIN
EOS100664	LEY_VERO	TANZISERTIB	TANZISERTIB
EOS100665	LEY_VERO	PD 158780	PD 158780
EOS100666	LEY_VERO	GLYCOPYRROLATE	GLYCOPYRROLATE
EOS100667	LEY_VERO	1-NM-PP1	1-NM-PP1
EOS100668	LEY_VERO	OSELTAMIVIR	OSELTAMIVIR
EOS100669	LEY_VERO	IKK-16	IKK-16
EOS100670	LEY_VERO	SB 239063	SB 239063
EOS100671	LEY_VERO	SIVELESTAT	SIVELESTAT
EOS100672	LEY_VERO	LEVETIRACETAM	LEVETIRACETAM
EOS100673	LEY_VERO	curcumin	curcumin
EOS100674	LEY_VERO	TASELISIB	TASELISIB
EOS100675	LEY_VERO	MYCOPHENOLIC_acid	MYCOPHENOLIC_acid
EOS100676	LEY_VERO	CHLORMADINONE ACETATE	CHLORMADINONE ACETATE
EOS100677	LEY_VERO	CAFFEIC_acid PHENETHYL ESTER	CAFFEIC_acid PHENETHYL ESTER
EOS100678	LEY_VERO	DERACOXIB	DERACOXIB
EOS100679	LEY_VERO	FIIN-3	FIIN-3
EOS100680	LEY_VERO	PLECONARIL	PLECONARIL
EOS100681	LEY_VERO	TENELIGLIPTIN	TENELIGLIPTIN
EOS100682	LEY_VERO	CVT-313	CVT-313
EOS100683	LEY_VERO	BECLOMETHASONE DIPROPIONATE	BECLOMETHASONE DIPROPIONATE
EOS100684	LEY_VERO	CID755673	CID755673
EOS100685	LEY_VERO	lauric_acid	lauric_acid
EOS100686	LEY_VERO	UCPH-101	UCPH-101
EOS100687	LEY_VERO	MANGIFERIN	MANGIFERIN
EOS100688	LEY_VERO	MUPIROCIN	MUPIROCIN
EOS100689	LEY_VERO	CEDIRANIB	CEDIRANIB
EOS100690	LEY_VERO	BRIVUDINE	BRIVUDINE
EOS100691	LEY_VERO	RICOLINOSTAT	RICOLINOSTAT
EOS100692	LEY_VERO	ripasudil	ripasudil
EOS100693	LEY_VERO	ZIPRASIDONE	ZIPRASIDONE
EOS100694	LEY_VERO	TACROLIMUS	TACROLIMUS
EOS100695	LEY_VERO	CLIOQUINOL	CLIOQUINOL
EOS100696	LEY_VERO	OLANZAPINE	OLANZAPINE
EOS100697	LEY_VERO	PD-0325901	PD-0325901
EOS100698	LEY_VERO	AZTREONAM	AZTREONAM
EOS100699	LEY_VERO	AZD5438	AZD5438
EOS100700	LEY_VERO	NILOTINIB	NILOTINIB
EOS100701	LEY_VERO	AS601245	AS601245
EOS100702	LEY_VERO	opicapone	opicapone
EOS100703	LEY_VERO	THZ1	THZ1
EOS100704	LEY_VERO	EPZ004777	EPZ004777
EOS100705	LEY_VERO	LDN-214117	LDN-214117
EOS100706	LEY_VERO	NILVADIPINE	NILVADIPINE
EOS100707	LEY_VERO	CILOSTAZOL	CILOSTAZOL
EOS100708	LEY_VERO	TERBINAFINE	TERBINAFINE
EOS100709	LEY_VERO	EPIANDROSTERONE	EPIANDROSTERONE
EOS100710	LEY_VERO	ALRESTATIN	ALRESTATIN
EOS100711	LEY_VERO	JW 55	JW 55
EOS100712	LEY_VERO	DL-Cycloserine	DL-Cycloserine
EOS100713	LEY_VERO	IDOXURIDINE	IDOXURIDINE
EOS100714	LEY_VERO	SERATRODAST	SERATRODAST
EOS100715	LEY_VERO	ENOXOLONE	ENOXOLONE
EOS100716	LEY_VERO	VORICONAZOLE	VORICONAZOLE
EOS100717	LEY_VERO	MELATONIN	MELATONIN
EOS100718	LEY_VERO	lipoic_acid	lipoic_acid
EOS100719	LEY_VERO	BEDAQUILINE	BEDAQUILINE
EOS100720	LEY_VERO	QUINOLINIC_acid	QUINOLINIC_acid
EOS100721	LEY_VERO	CINROMIDE	CINROMIDE
EOS100722	LEY_VERO	CHLORQUINALDOL	CHLORQUINALDOL
EOS100723	LEY_VERO	MEROPENEM	MEROPENEM
EOS100724	LEY_VERO	NEVIRAPINE	NEVIRAPINE
EOS100725	LEY_VERO	HALCINONIDE	HALCINONIDE
EOS100726	LEY_VERO	WHI-P97	WHI-P97
EOS100727	LEY_VERO	LOFEXIDINE	LOFEXIDINE
EOS100728	LEY_VERO	FTI-277	FTI-277
EOS100729	LEY_VERO	ARTEMISININ	ARTEMISININ
EOS100730	LEY_VERO	EPZ-5676	EPZ-5676
EOS100731	LEY_VERO	ML-7	ML-7
EOS100732	LEY_VERO	NAFTIFINE	NAFTIFINE
EOS100733	LEY_VERO	(R)-Baclofen	(R)-Baclofen
EOS100734	LEY_VERO	benzatropine	benzatropine
EOS100735	LEY_VERO	diltiazem	diltiazem
EOS100736	LEY_VERO	BENSERAZIDE HYDROCHLORIDE	BENSERAZIDE HYDROCHLORIDE
EOS100737	LEY_VERO	DADLE	DADLE
EOS100738	LEY_VERO	dorzolamide	dorzolamide
EOS100739	LEY_VERO	ALOSETRON	ALOSETRON
EOS100740	LEY_VERO	BI-7273	BI-7273
EOS100741	LEY_VERO	DIQUAFOSOL	DIQUAFOSOL
EOS100742	LEY_VERO	MOXONIDINE	MOXONIDINE
EOS100743	LEY_VERO	BCTC	BCTC
EOS100744	LEY_VERO	PIM1/2 Kinase Inhibitor VI	PIM1/2 Kinase Inhibitor VI
EOS100745	LEY_VERO	HYDRALAZINE	HYDRALAZINE
EOS100746	LEY_VERO	AT-9283	AT-9283
EOS100747	LEY_VERO	EPTIFIBATIDE	EPTIFIBATIDE
EOS100748	LEY_VERO	miglitol	miglitol
EOS100749	LEY_VERO	BS-181	BS-181
EOS100750	LEY_VERO	E-4031	E-4031
EOS100751	LEY_VERO	TRAXOPRODIL	TRAXOPRODIL
EOS100752	LEY_VERO	TIZANIDINE	TIZANIDINE
EOS100753	LEY_VERO	5&beta;-pregnane-3,20-dione	5&beta;-pregnane-3,20-dione
EOS100754	LEY_VERO	HISTAMINE	HISTAMINE
EOS100755	LEY_VERO	CCT244747	CCT244747
EOS100756	LEY_VERO	MEGLUTOL	MEGLUTOL
EOS100757	LEY_VERO	GANETESPIB	GANETESPIB
EOS100758	LEY_VERO	FENOFIBRIC_acid	FENOFIBRIC_acid
EOS100759	LEY_VERO	CUDC-907	CUDC-907
EOS100760	LEY_VERO	PALBOCICLIB	PALBOCICLIB
EOS100761	LEY_VERO	ALLITINIB	ALLITINIB
EOS100762	LEY_VERO	BIPERIDEN	BIPERIDEN
EOS100763	LEY_VERO	AZASETRON	AZASETRON
EOS100764	LEY_VERO	miglustat	miglustat
EOS100765	LEY_VERO	SMI-4a	SMI-4a
EOS100766	LEY_VERO	REGADENOSON	REGADENOSON
EOS100767	LEY_VERO	XAV-939	XAV-939
EOS100768	LEY_VERO	LYPRESSIN	LYPRESSIN
EOS100769	LEY_VERO	CCT245737	CCT245737
EOS100770	LEY_VERO	IMIPRAMINE	IMIPRAMINE
EOS100771	LEY_VERO	RS-102895	RS-102895
EOS100772	LEY_VERO	SGC0946	SGC0946
EOS100773	LEY_VERO	ademetionine	ademetionine
EOS100774	LEY_VERO	DESIPRAMINE HYDROCHLORIDE	DESIPRAMINE HYDROCHLORIDE
EOS100775	LEY_VERO	SPERMINE	SPERMINE
EOS100776	LEY_VERO	fluvastatin	fluvastatin
EOS100777	LEY_VERO	SKI II	SKI II
EOS100778	LEY_VERO	DAMGO	DAMGO
EOS100779	LEY_VERO	Isosakuranetin	Isosakuranetin
EOS100780	LEY_VERO	APNEA	APNEA
EOS100781	LEY_VERO	BOSENTAN	BOSENTAN
EOS100782	LEY_VERO	AM966	AM966
EOS100783	LEY_VERO	(-)-CROMAKALIM	(-)-CROMAKALIM
EOS100784	LEY_VERO	MOCLOBEMIDE	MOCLOBEMIDE
EOS100785	LEY_VERO	ERYTHROMYCIN	ERYTHROMYCIN
EOS100786	LEY_VERO	GSK4112	GSK4112
EOS100787	LEY_VERO	oleanolic_acid	oleanolic_acid
EOS100788	LEY_VERO	lovastatin	lovastatin
EOS100789	LEY_VERO	DARUNAVIR	DARUNAVIR
EOS100790	LEY_VERO	Met-Enkephalin (trifluoroacetate salt)	Met-Enkephalin (trifluoroacetate salt)
EOS100791	LEY_VERO	ZD-7288	ZD-7288
EOS100792	LEY_VERO	XL413	XL413
EOS100793	LEY_VERO	PF-06281355	PF-06281355
EOS100794	LEY_VERO	Pepstatin A	Pepstatin A
EOS100795	LEY_VERO	AMCINONIDE	AMCINONIDE
EOS100796	LEY_VERO	calcipotriol	calcipotriol
EOS100797	LEY_VERO	CARBACHOL	CARBACHOL
EOS100798	LEY_VERO	DEOXYCHOLIC_acid	DEOXYCHOLIC_acid
EOS100799	LEY_VERO	ENDOMORPHIN 2	ENDOMORPHIN 2
EOS100800	LEY_VERO	BARICITINIB	BARICITINIB
EOS100801	LEY_VERO	BREFELDIN A	BREFELDIN A
EOS100802	LEY_VERO	TOFOGLIFLOZIN	TOFOGLIFLOZIN
EOS100803	LEY_VERO	TASIMELTEON	TASIMELTEON
EOS100804	LEY_VERO	KAEMPFEROL	KAEMPFEROL
EOS100805	LEY_VERO	SULBACTAM	SULBACTAM
EOS100806	LEY_VERO	MEBENDAZOLE	MEBENDAZOLE
EOS100807	LEY_VERO	Ciclopirox ethanolamine	Ciclopirox ethanolamine
EOS100808	LEY_VERO	TRANILAST	TRANILAST
EOS100809	LEY_VERO	PHENETHYLAMINE	PHENETHYLAMINE
EOS100810	LEY_VERO	ROXATIDINE ACETATE	ROXATIDINE ACETATE
EOS100811	LEY_VERO	EMODIN	EMODIN
EOS100812	LEY_VERO	AZ 3146	AZ 3146
EOS100813	LEY_VERO	HINOKITIOL	HINOKITIOL
EOS100814	LEY_VERO	MYRICETIN	MYRICETIN
EOS100815	LEY_VERO	BENZBROMARONE	BENZBROMARONE
EOS100816	LEY_VERO	DITIOCARB	DITIOCARB
EOS100817	LEY_VERO	PENTAMIDINE	PENTAMIDINE
EOS100818	LEY_VERO	TAZOBACTAM	TAZOBACTAM
EOS100819	LEY_VERO	CRENOLANIB	CRENOLANIB
EOS100820	LEY_VERO	ML311	ML311
EOS100821	LEY_VERO	RIVAROXABAN	RIVAROXABAN
EOS100822	LEY_VERO	PHA-793887	PHA-793887
EOS100823	LEY_VERO	CAY10603	CAY10603
EOS100824	LEY_VERO	ERASTIN	ERASTIN
EOS100825	LEY_VERO	RIVANICLINE	RIVANICLINE
EOS100826	LEY_VERO	MOXISYLYTE	MOXISYLYTE
EOS100827	LEY_VERO	OZAGREL	OZAGREL
EOS100828	LEY_VERO	BIO	BIO
EOS100829	LEY_VERO	ETHAMIVAN	ETHAMIVAN
EOS100830	LEY_VERO	spautin-1	spautin-1
EOS100831	LEY_VERO	MINAPRINE	MINAPRINE
EOS100832	LEY_VERO	HYMECROMONE	HYMECROMONE
EOS100833	LEY_VERO	OBETICHOLIC_acid	OBETICHOLIC_acid
EOS100834	LEY_VERO	MK-1775	MK-1775
EOS100835	LEY_VERO	necrostatin-1	necrostatin-1
EOS100836	LEY_VERO	itraconazole	itraconazole
EOS100837	LEY_VERO	PD153035	PD153035
EOS100838	LEY_VERO	skepinone-L	skepinone-L
EOS100839	LEY_VERO	CLEMIZOLE	CLEMIZOLE
EOS100840	LEY_VERO	AZD7545	AZD7545
EOS100841	LEY_VERO	OLEOYLETHANOLAMIDE	OLEOYLETHANOLAMIDE
EOS100842	LEY_VERO	cephalothin	cephalothin
EOS100843	LEY_VERO	PERAMIVIR	PERAMIVIR
EOS100844	LEY_VERO	SB-743921	SB-743921
EOS100845	LEY_VERO	CHIR-99021	CHIR-99021
EOS100846	LEY_VERO	INDINAVIR	INDINAVIR
EOS100847	LEY_VERO	PF-573228	PF-573228
EOS100848	LEY_VERO	MK-3697	MK-3697
EOS100849	LEY_VERO	OCLACITINIB	OCLACITINIB
EOS100850	LEY_VERO	ANISOMYCIN	ANISOMYCIN
EOS100851	LEY_VERO	GRAZOPREVIR	GRAZOPREVIR
EOS100852	LEY_VERO	Ko 143	Ko 143
EOS100853	LEY_VERO	PENTAGASTRIN	PENTAGASTRIN
EOS100854	LEY_VERO	TAK-632	TAK-632
EOS100855	LEY_VERO	IC-87114	IC-87114
EOS100856	LEY_VERO	BMS-777607	BMS-777607
EOS100857	LEY_VERO	SB-334867	SB-334867
EOS100858	LEY_VERO	CHS-828	CHS-828
EOS100859	LEY_VERO	TUBASTATIN A	TUBASTATIN A
EOS100860	LEY_VERO	OSI-930	OSI-930
EOS100861	LEY_VERO	ML-030	ML-030
EOS100862	LEY_VERO	compound 24 [PMID: 16451050]	compound 24 [PMID: 16451050]
EOS100863	LEY_VERO	SULFADOXINE	SULFADOXINE
EOS100864	LEY_VERO	PF-3758309	PF-3758309
EOS100865	LEY_VERO	ADP	ADP
EOS100866	LEY_VERO	LRRK2-IN-1	LRRK2-IN-1
EOS100867	LEY_VERO	CEFOXITIN	CEFOXITIN
EOS100868	LEY_VERO	MI-2	MI-2
EOS100869	LEY_VERO	MENADIONE	MENADIONE
EOS100870	LEY_VERO	R428	R428
EOS100871	LEY_VERO	ETP-46464	ETP-46464
EOS100872	LEY_VERO	NITROXOLINE	NITROXOLINE
EOS100873	LEY_VERO	TALTIRELIN	TALTIRELIN
EOS100874	LEY_VERO	OXYQUINOLINE	OXYQUINOLINE
EOS100875	LEY_VERO	LOMEGUATRIB	LOMEGUATRIB
EOS100876	LEY_VERO	DIHYDROTANSHINONE I	DIHYDROTANSHINONE I
EOS100877	LEY_VERO	STAVUDINE	STAVUDINE
EOS100878	LEY_VERO	STF-31	STF-31
EOS100879	LEY_VERO	SR1001	SR1001
EOS100880	LEY_VERO	CRYPTOTANSHINONE	CRYPTOTANSHINONE
EOS100881	LEY_VERO	GSK2981278	GSK2981278
EOS100882	LEY_VERO	NADP+	NADP+
EOS100883	LEY_VERO	dapoxetine	dapoxetine
EOS100884	LEY_VERO	DIAVERIDINE	DIAVERIDINE
EOS100885	LEY_VERO	CP-673451	CP-673451
EOS100886	LEY_VERO	EFAVIRENZ	EFAVIRENZ
EOS100887	LEY_VERO	Nazartinib	Nazartinib
EOS100888	LEY_VERO	BI-D1870	BI-D1870
EOS100889	LEY_VERO	BAFETINIB	BAFETINIB
EOS100890	LEY_VERO	SODIUM CYCLAMATE	SODIUM CYCLAMATE
EOS100891	LEY_VERO	BLZ945	BLZ945
EOS100892	LEY_VERO	EDARAVONE	EDARAVONE
EOS100893	LEY_VERO	atropine	atropine
EOS100894	LEY_VERO	OLEIC_acid	OLEIC_acid
EOS100895	LEY_VERO	A-1210477	A-1210477
EOS100896	LEY_VERO	CAFFEIC_acid	CAFFEIC_acid
EOS100897	LEY_VERO	VX-11e	VX-11e
EOS100898	LEY_VERO	NMS-1286937	NMS-1286937
EOS100899	LEY_VERO	PHENYTOIN SODIUM	PHENYTOIN SODIUM
EOS100900	LEY_VERO	RAFOXANIDE	RAFOXANIDE
EOS100901	LEY_VERO	VARENICLINE	VARENICLINE
EOS100902	LEY_VERO	GUANFACINE	GUANFACINE
EOS100903	LEY_VERO	(-)-Epicatechin gallate	(-)-Epicatechin gallate
EOS100904	LEY_VERO	BUTACAINE	BUTACAINE
EOS100905	LEY_VERO	RG108	RG108
EOS100906	LEY_VERO	(-)-EPICATECHIN	(-)-EPICATECHIN
EOS100907	LEY_VERO	PS-1145	PS-1145
EOS100908	LEY_VERO	8-AZAGUANINE	8-AZAGUANINE
EOS100909	LEY_VERO	BAY 61-3606	BAY 61-3606
EOS100910	LEY_VERO	APIGETRIN	APIGETRIN
EOS100911	LEY_VERO	BIFONAZOLE	BIFONAZOLE
EOS100912	LEY_VERO	RIMANTADINE	RIMANTADINE
EOS100913	LEY_VERO	GSK429286A	GSK429286A
EOS100914	LEY_VERO	GNE-7915	GNE-7915
EOS100915	LEY_VERO	AMILORIDE	AMILORIDE
EOS100916	LEY_VERO	SU9516	SU9516
EOS100917	LEY_VERO	FLUCYTOSINE	FLUCYTOSINE
EOS100918	LEY_VERO	CP-466722	CP-466722
EOS100919	LEY_VERO	LAMIVUDINE	LAMIVUDINE
EOS100920	LEY_VERO	Orexin 2 Receptor Agonist	Orexin 2 Receptor Agonist
EOS100921	LEY_VERO	LODOXAMIDE	LODOXAMIDE
EOS100922	LEY_VERO	NOCODAZOLE	NOCODAZOLE
EOS100923	LEY_VERO	CYPROHEPTADINE	CYPROHEPTADINE
EOS100924	LEY_VERO	PF-06463922	PF-06463922
EOS100925	LEY_VERO	METHACYCLINE HYDROCHLORIDE	METHACYCLINE HYDROCHLORIDE
EOS100926	LEY_VERO	GSK1904529A	GSK1904529A
EOS100927	LEY_VERO	FLUNARIZINE	FLUNARIZINE
EOS100928	LEY_VERO	Ro-3306	Ro-3306
EOS100929	LEY_VERO	ISPINESIB	ISPINESIB
EOS100930	LEY_VERO	CLOSANTEL	CLOSANTEL
EOS100931	LEY_VERO	CAMPTOTHECIN	CAMPTOTHECIN
EOS100932	LEY_VERO	DELAVIRDINE	DELAVIRDINE
EOS100933	LEY_VERO	ADAPALENE	ADAPALENE
EOS100934	LEY_VERO	Cot inhibitor-2	Cot inhibitor-2
EOS100935	LEY_VERO	TEREPHTHALIC_acid	TEREPHTHALIC_acid
EOS100936	LEY_VERO	Palmitoylethanolamide	Palmitoylethanolamide
EOS100937	LEY_VERO	URMC-099	URMC-099
EOS100938	LEY_VERO	SUCCINYLACETONE	SUCCINYLACETONE
EOS100939	LEY_VERO	BIX02189	BIX02189
EOS100940	LEY_VERO	TMP269	TMP269
EOS100941	LEY_VERO	LEVODOPA	LEVODOPA
EOS100942	LEY_VERO	JMV 2959	JMV 2959
EOS100943	LEY_VERO	JT010	JT010
EOS100944	LEY_VERO	TYRAMINE	TYRAMINE
EOS100945	LEY_VERO	MALEIC_acid	MALEIC_acid
EOS100946	LEY_VERO	METHYL NICOTINATE	METHYL NICOTINATE
EOS100947	LEY_VERO	FMK	FMK
EOS100948	LEY_VERO	TCS JNK 5a	TCS JNK 5a
EOS100949	LEY_VERO	MP7	MP7
EOS100950	LEY_VERO	MONTELUKAST SODIUM	MONTELUKAST SODIUM
EOS100951	LEY_VERO	CHLOROXINE	CHLOROXINE
EOS100952	LEY_VERO	VU 0361737	VU 0361737
EOS100953	LEY_VERO	RGB-286638	RGB-286638
EOS100954	LEY_VERO	CARZENIDE	CARZENIDE
EOS100955	LEY_VERO	MRT67307	MRT67307
EOS100956	LEY_VERO	MK-8776	MK-8776
EOS100957	LEY_VERO	A-769662	A-769662
EOS100958	LEY_VERO	CGP60474	CGP60474
EOS100959	LEY_VERO	PHTHALYLSULFATHIAZOLE	PHTHALYLSULFATHIAZOLE
EOS100960	LEY_VERO	BETA-LAPACHONE	BETA-LAPACHONE
EOS100961	LEY_VERO	VPS34-IN-1	VPS34-IN-1
EOS100962	LEY_VERO	MK-8245	MK-8245
EOS100963	LEY_VERO	HSP-990	HSP-990
EOS100964	LEY_VERO	MM-102	MM-102
EOS100965	LEY_VERO	JNJ-31020028	JNJ-31020028
EOS100966	LEY_VERO	PFK-015	PFK-015
EOS100967	LEY_VERO	GDC-0623	GDC-0623
EOS100968	LEY_VERO	ASCOMYCIN	ASCOMYCIN
EOS100969	LEY_VERO	IDASANUTLIN	IDASANUTLIN
EOS100970	LEY_VERO	TELATINIB	TELATINIB
EOS100971	LEY_VERO	RG7112	RG7112
EOS100972	LEY_VERO	CWHM12	CWHM12
EOS100973	LEY_VERO	GNE-0877	GNE-0877
EOS100974	LEY_VERO	SIMETRYN	SIMETRYN
EOS100975	LEY_VERO	CEP-33779	CEP-33779
EOS100976	LEY_VERO	kb NB 142-70	kb NB 142-70
EOS100977	LEY_VERO	LY404039	LY404039
EOS100978	LEY_VERO	HG-10-102-01	HG-10-102-01
EOS100979	LEY_VERO	AP-III-a4	AP-III-a4
EOS100980	LEY_VERO	alpha-Asarone	alpha-Asarone
EOS100981	LEY_VERO	LGK-974	LGK-974
EOS100982	LEY_VERO	PYRIDOSTIGMINE BROMIDE	PYRIDOSTIGMINE BROMIDE
EOS100983	LEY_VERO	ATP	ATP
EOS100984	LEY_VERO	NB-598	NB-598
EOS100985	LEY_VERO	GNF-5837	GNF-5837
EOS100986	LEY_VERO	CCT-251921	CCT-251921
EOS100987	LEY_VERO	Leu-Enkephalin	Leu-Enkephalin
EOS100988	LEY_VERO	eCF506	eCF506
EOS100989	LEY_VERO	Ipragliflozin	Ipragliflozin
EOS100990	LEY_VERO	TRIPTOLIDE	TRIPTOLIDE
EOS100991	LEY_VERO	SULINDAC	SULINDAC
EOS100992	LEY_VERO	NERATINIB	NERATINIB
EOS100993	LEY_VERO	AZD6738	AZD6738
EOS100994	LEY_VERO	GEMIFLOXACIN	GEMIFLOXACIN
EOS100995	LEY_VERO	S63845	S63845
EOS100996	LEY_VERO	pexmetinib	pexmetinib
EOS100997	LEY_VERO	CLINDAMYCIN HYDROCHLORIDE	CLINDAMYCIN HYDROCHLORIDE
EOS100998	LEY_VERO	NELFINAVIR MESYLATE	NELFINAVIR MESYLATE
EOS100999	LEY_VERO	5-Iodotubercidin	5-Iodotubercidin
EOS101000	LEY_VERO	BAY 59-3074	BAY 59-3074
EOS101001	LEY_VERO	BISINDOLYLMALEIMIDE IX	BISINDOLYLMALEIMIDE IX
EOS101002	LEY_VERO	cabergoline	cabergoline
EOS101003	LEY_VERO	compound 2 [PMID: 24793972]	compound 2 [PMID: 24793972]
EOS101004	LEY_VERO	tofacitinib	tofacitinib
EOS101005	LEY_VERO	ICEC0942	ICEC0942
EOS101006	LEY_VERO	PF-05180999	PF-05180999
EOS101007	LEY_VERO	AZD-3839	AZD-3839
EOS101008	LEY_VERO	JNJ-5207852	JNJ-5207852
EOS101009	LEY_VERO	ASTEMIZOLE	ASTEMIZOLE
EOS101010	LEY_VERO	PD004930	PD004930
EOS101011	LEY_VERO	phorbol 12-myristate 13-acetate	phorbol 12-myristate 13-acetate
EOS101012	LEY_VERO	TAK-659	TAK-659
EOS101013	LEY_VERO	SRT 1720	SRT 1720
EOS101014	LEY_VERO	clemastine	clemastine
EOS101015	LEY_VERO	RASAGILINE MESYLATE	RASAGILINE MESYLATE
EOS101016	LEY_VERO	D4-abiraterone	D4-abiraterone
EOS101017	LEY_VERO	LP-211	LP-211
EOS101018	LEY_VERO	ALISKIREN	ALISKIREN
EOS101019	LEY_VERO	FOMEPIZOLE	FOMEPIZOLE
EOS101020	LEY_VERO	ARACHIDONIC_acid	ARACHIDONIC_acid
EOS101021	LEY_VERO	DL-ANABASINE	DL-ANABASINE
EOS101022	LEY_VERO	(+)-Cloprostenol	(+)-Cloprostenol
EOS101023	LEY_VERO	BENZYL ISOTHIOCYANATE	BENZYL ISOTHIOCYANATE
EOS101024	LEY_VERO	SPERMIDINE	SPERMIDINE
EOS101025	LEY_VERO	ETOMIDATE	ETOMIDATE
EOS101026	LEY_VERO	TENAPANOR	TENAPANOR
EOS101027	LEY_VERO	SL 327	SL 327
EOS101028	LEY_VERO	JQEZ5	JQEZ5
EOS101029	LEY_VERO	CGK 733	CGK 733
EOS101030	LEY_VERO	GW9508	GW9508
EOS101031	LEY_VERO	EPZ011989	EPZ011989
EOS101032	LEY_VERO	FEXARAMINE	FEXARAMINE
EOS101033	LEY_VERO	OLCEGEPANT	OLCEGEPANT
EOS101034	LEY_VERO	FRAX486	FRAX486
EOS101035	LEY_VERO	BRL 54443	BRL 54443
EOS101036	LEY_VERO	SU6656	SU6656
EOS101037	LEY_VERO	PF-543	PF-543
EOS101038	LEY_VERO	SOTALOL HYDROCHLORIDE	SOTALOL HYDROCHLORIDE
EOS101039	LEY_VERO	BRL 50481	BRL 50481
EOS101040	LEY_VERO	PRIMIDONE	PRIMIDONE
EOS101041	LEY_VERO	Y-27632	Y-27632
EOS101042	LEY_VERO	NBQX	NBQX
EOS101043	LEY_VERO	TOPIRAMATE	TOPIRAMATE
EOS101044	LEY_VERO	NPS-2143	NPS-2143
EOS101045	LEY_VERO	WORTMANNIN	WORTMANNIN
EOS101046	LEY_VERO	GSK1838705A	GSK1838705A
EOS101047	LEY_VERO	TDZD-8	TDZD-8
EOS101048	LEY_VERO	TAMIBAROTENE	TAMIBAROTENE
EOS101049	LEY_VERO	SEROTONIN	SEROTONIN
EOS101050	LEY_VERO	CABOZANTINIB	CABOZANTINIB
EOS101051	LEY_VERO	TPCA-1	TPCA-1
EOS101052	LEY_VERO	palonosetron	palonosetron
EOS101053	LEY_VERO	PENTOSTATIN	PENTOSTATIN
EOS101054	LEY_VERO	AVAGACESTAT	AVAGACESTAT
EOS101055	LEY_VERO	LINAGLIPTIN	LINAGLIPTIN
EOS101056	LEY_VERO	(RS)-MCPG	(RS)-MCPG
EOS101057	LEY_VERO	BAICALEIN	BAICALEIN
EOS101058	LEY_VERO	DABIGATRAN ETEXILATE	DABIGATRAN ETEXILATE
EOS101059	LEY_VERO	ENTACAPONE	ENTACAPONE
EOS101060	LEY_VERO	BENZAMIL	BENZAMIL
EOS101061	LEY_VERO	BARDOXOLONE	BARDOXOLONE
EOS101062	LEY_VERO	LY334370	LY334370
EOS101063	LEY_VERO	LY 344864 racemate	LY 344864 racemate
EOS101064	LEY_VERO	SB-222200	SB-222200
EOS101065	LEY_VERO	WAY-200070	WAY-200070
EOS101066	LEY_VERO	METHOTREXATE	METHOTREXATE
EOS101067	LEY_VERO	Ciproxifan maleate	Ciproxifan maleate
EOS101068	LEY_VERO	ROFLUMILAST	ROFLUMILAST
EOS101069	LEY_VERO	sertraline	sertraline
EOS101070	LEY_VERO	ABT-702	ABT-702
EOS101071	LEY_VERO	EMPAGLIFLOZIN	EMPAGLIFLOZIN
EOS101072	LEY_VERO	STO-609	STO-609
EOS101073	LEY_VERO	GSK1016790A	GSK1016790A
EOS101074	LEY_VERO	SKF-38393	SKF-38393
EOS101075	LEY_VERO	GW-1100	GW-1100
EOS101076	LEY_VERO	SB 202190	SB 202190
EOS101077	LEY_VERO	SB-408124	SB-408124
EOS101078	LEY_VERO	CANDESARTAN	CANDESARTAN
EOS101079	LEY_VERO	CANERTINIB	CANERTINIB
EOS101080	LEY_VERO	BD-1047	BD-1047
EOS101081	LEY_VERO	IVACAFTOR	IVACAFTOR
EOS101082	LEY_VERO	AZD-1480	AZD-1480
EOS101083	LEY_VERO	KU-55933	KU-55933
EOS101084	LEY_VERO	MASITINIB	MASITINIB
EOS101085	LEY_VERO	WWL70	WWL70
EOS101086	LEY_VERO	ESATENOLOL	ESATENOLOL
EOS101087	LEY_VERO	UBENIMEX	UBENIMEX
EOS101088	LEY_VERO	MRS 1754	MRS 1754
EOS101089	LEY_VERO	benazepril	benazepril
EOS101090	LEY_VERO	cytisine	cytisine
EOS101091	LEY_VERO	naltrindole	naltrindole
EOS101092	LEY_VERO	RALTITREXED	RALTITREXED
EOS101093	LEY_VERO	IRBESARTAN	IRBESARTAN
EOS101094	LEY_VERO	tazemetostat	tazemetostat
EOS101095	LEY_VERO	W54011	W54011
EOS101096	LEY_VERO	DICUMAROL	DICUMAROL
EOS101097	LEY_VERO	IRINOTECAN HYDROCHLORIDE HYDRATE	IRINOTECAN HYDROCHLORIDE HYDRATE
EOS101098	LEY_VERO	TIVOZANIB	TIVOZANIB
EOS101099	LEY_VERO	CILOSTAMIDE	CILOSTAMIDE
EOS101100	LEY_VERO	ARIPIPRAZOLE	ARIPIPRAZOLE
EOS101101	LEY_VERO	SB225002	SB225002
EOS101102	LEY_VERO	JZL184	JZL184
EOS101103	LEY_VERO	Vinblastine sulfate salt	Vinblastine sulfate salt
