COMPOUND_ID	ASSAY_ID	MEASUREMENT_TYPE	STATUS	VALUE	UPPER_VALUE	UNIT	SD_MINUS	SD_PLUS	ACTIVITY_COMMENT
DNDI2035676	1007805	CLint in vitro	= 	33		uL/min/mg			
DNDI2035676	1007804	t (1 / 2)	= 	66		Min			
DNDI2035676	1007599	Kinetic	= 			ug/ml			
DNDI2035676	1007175	Kinetic	> 	100		ug/ml			
DNDI2035677	1007173	logD	= 	3.9		none			
DNDI2035677	1000252	EH	= 	.54		none			
DNDI2035677	1000253	EH	= 	.52		none			
DNDI2035677	1007175	Kinetic	> 	100		ug/ml			
DNDI2035677	1007599	Kinetic	< 	1.6		ug/ml			
DNDI2035677	1331688	% bound	= 	77.8		none			
DNDI2035677	1331560	CLblood	= 	24.5		mL/min/kg			
DNDI2035677	1330173	CLblood	= 	35		mL/min/kg			
DNDI2035677	1327100	IC90	= 	.065		uM			
DNDI2035677	1327097	IC50	> 	100		uM			
DNDI2035677	1037587	EH	= 	.36		none			
DNDI2035677	1035348	IC50	= 	.020399999999999998		uM			
DNDI2035677	1034082	IC50	= 	3		uM			
DNDI2035677	1007990	t (1 / 2)	= 	40		Min			
DNDI2035677	1007804	t (1 / 2)	= 	58		Min			
DNDI2035677	1007805	CLint in vitro	= 	31		uL/min/mg			
DNDI2035677	1007806	CLint in vitro	= 	30		uL/min/mg			
DNDI2035677	1007807	EH	= 	.4		none			
DNDI2035677	1007808	t (1 / 2)	= 	56		Min			
DNDI2035677	1007988	logD	= 	3.1		none			
DNDI2035677	1007989	CLint in vitro	= 	43		uL/min/mg			
DNDI2035678	1330173	CLblood	= 	42		mL/min/kg			
DNDI2035678	1007175	Kinetic	> 	100		ug/ml			
DNDI2035678	1000253	EH	= 	.62		none			
DNDI2035678	1007989	CLint in vitro	= 	64		uL/min/mg			
DNDI2035678	1007990	t (1 / 2)	= 	27		Min			
DNDI2035678	1035348	IC50	> 	.1		uM			
DNDI2035678	1327097	IC50	= 	65.64		uM			
DNDI2035678	1327100	IC90	> 	.1		uM			
DNDI2035678	1331121	% inhibition	= 			%			
DNDI2035678	1331688	% bound	= 	63		none			
DNDI2035678	1034082	IC50	= 	2		uM			
DNDI2035678	1007988	logD	= 	2.3		none			
DNDI2035678	1007806	CLint in vitro	= 	30		uL/min/mg			
DNDI2035678	1000252	EH	= 	.54		none			
DNDI2035678	1007173	logD	= 	3.1		none			
DNDI2035678	1007804	t (1 / 2)	= 	57		Min			
DNDI2035678	1327100	IC90	= 	.012774999999999998		uM			
DNDI2035678	1327097	IC50	= 	72.46		uM			
DNDI2035678	1035348	IC50	= 	.006625000000000001		uM			
DNDI2035678	1007599	Kinetic	= 			ug/ml			
DNDI2035693	1000252	EH	= 	.948		none			
DNDI2035693	1007173	logD	= 	3.25		none			
DNDI2035693	1007175	Kinetic	> 	77.3		ug/ml			
DNDI2035693	1327100	IC90	= 	.034		uM			
DNDI2035693	1327097	IC50	> 	100		uM			
DNDI2035693	1035348	IC50	= 	.012900000000000002		uM			
DNDI2035693	1034082	IC50	= 	1.12		uM			
DNDI2035693	1007988	logD	= 	1.9		none			
DNDI2035693	1007806	CLint in vitro	= 	371.5		uL/min/mg			
DNDI2035693	1007599	Kinetic	= 	21.66		ug/ml			
DNDI2035693	1007804	t (1 / 2)	= 	4.7		Min			
DNDI2036455	1008045	% bound	= 	97.8		%			
DNDI2036455	1035348	IC50	= 	.0067		uM			
DNDI2036455	1035348	IC50	= 	.006		uM			
DNDI2036455	1037587	EH	= 	.51		none			
DNDI2036455	1038452	% bound	= 	99.2		%			
DNDI2036455	1327097	IC50	> 	100		uM			
DNDI2036455	1327100	IC90	= 	.016		uM			
DNDI2036455	1327100	IC90	= 	.014		uM			
DNDI2036455	1329898	PCR cure rate	= 	0		%			
DNDI2036455	1329899	PCR cure rate	= 	0		%			
DNDI2036455	1329901	Parasitemia clearance after immunosuppression	= 	0		%			
DNDI2036455	1329902	Parasitemia clearance after immunosuppression	= 	0		%			
DNDI2036455	1329900	PCR cure rate	= 	0		%			
DNDI2036455	1329903	Parasitemia clearance after immunosuppression	= 	0		%			
DNDI2036455	1329904	Parasitemia clearance after treatment	= 	0		%			
DNDI2036455	1329905	Parasitemia clearance after treatment	= 	20		%			
DNDI2036455	1329906	Parasitemia clearance after treatment	= 	80		%			
DNDI2036455	1331560	CLblood	= 	34.3		mL/min/kg			
DNDI2036455	1331688	% bound	= 	35.6		none			
DNDI2036455	1000252	EH	= 	.38		none			
DNDI2036455	1000253	EH	= 	.47		none			
DNDI2036455	1007804	t (1 / 2)	= 	108		Min			
DNDI2036455	1007805	CLint in vitro	= 	83		uL/min/mg			
DNDI2036455	1007806	CLint in vitro	= 	16		uL/min/mg			
DNDI2036455	1007807	EH	= 	.78		none			
DNDI2036455	1007808	t (1 / 2)	= 	21		Min			
DNDI2036455	1007989	CLint in vitro	= 	27		uL/min/mg			
DNDI2036455	1007990	t (1 / 2)	= 	64		Min			
DNDI2036455	1034082	IC50	= 	1.4		uM			
DNDI2036476	1007806	CLint in vitro	= 	98.3		uL/min/mg			
DNDI2036476	1007988	logD	= 	2.18		none			
DNDI2036476	1007806	CLint in vitro	= 	72		uL/min/mg			
DNDI2036476	1007804	t (1 / 2)	= 	17.6		Min			
DNDI2036476	1007804	t (1 / 2)	= 	24		Min			
DNDI2036476	1007599	Kinetic	= 	11.87		ug/ml			
DNDI2036476	1007175	Kinetic	= 	71.05		ug/ml			
DNDI2036476	1034082	IC50	= 	2.9		uM			
DNDI2036476	1007173	logD	> 	3.94		none			
DNDI2036476	1034082	IC50	= 	1.52		uM			
DNDI2036476	1000252	EH	= 	.829		none			
DNDI2036476	1000252	EH	= 	.74		none			
DNDI2037315	1007173	logD	= 	3.19		none			
DNDI2037315	1000252	EH	= 	.965		none			
DNDI2037315	1007175	Kinetic	> 	82.1		ug/ml			
DNDI2037315	1327100	IC90	= 	.35500000000000004		uM			
DNDI2037315	1327097	IC50	> 	100		uM			
DNDI2037315	1035348	IC50	= 	.0135		uM			
DNDI2037315	1034082	IC50	= 	1.04		uM			
DNDI2037315	1007988	logD	= 	1.89		none			
DNDI2037315	1007806	CLint in vitro	= 	558.8		uL/min/mg			
DNDI2037315	1007804	t (1 / 2)	= 	3.1		Min			
DNDI2037315	1007599	Kinetic	= 	13.04		ug/ml			
DNDI2037331	1000252	EH	= 	.69		none			
DNDI2037331	1007173	logD	= 	2.5		none			
DNDI2037331	1007175	Kinetic	> 			ug/ml			
DNDI2037331	1007599	Kinetic	= 			ug/ml			
DNDI2037331	1007804	t (1 / 2)	= 	30		Min			
DNDI2037331	1007806	CLint in vitro	= 	57		uL/min/mg			
DNDI2037331	1007988	logD	= 	1.4		none			
DNDI2037331	1034082	IC50	= 	2		uM			
DNDI2037331	1035348	IC50	= 	.0049		uM			
DNDI2037331	1035348	IC50	= 	.0032		uM			
DNDI2037331	1035348	IC50	= 	.0038		uM			
DNDI2037331	1044290	% inhibition	= 	45		%			
DNDI2037331	1327097	IC50	> 	100		uM			
DNDI2037331	1327100	IC90	= 	.01		uM			
DNDI2037331	1327100	IC90	= 	.009999999999999998		uM			
DNDI2037331	1327097	IC50	> 	100		uM			
DNDI2037331	1044291	% inhibition	= 	86		%			
DNDI2037332	1327100	IC90	= 	.1485		uM			
DNDI2037332	1327097	IC50	> 	100		uM			
DNDI2037332	1044291	% inhibition	= 	27		%			
DNDI2037332	1044290	% inhibition	= 			%			
DNDI2037332	1035348	IC50	= 	.063		uM			
DNDI2037332	1034082	IC50	> 	10		uM			
DNDI2037332	1007988	logD	= 	1.3		none			
DNDI2037332	1007806	CLint in vitro	= 	18		uL/min/mg			
DNDI2037332	1007804	t (1 / 2)	= 	99		Min			
DNDI2037332	1007599	Kinetic	= 			ug/ml			
DNDI2037332	1007175	Kinetic	> 	100		ug/ml			
DNDI2037332	1007173	logD	= 	2.4		none			
DNDI2037332	1000252	EH	= 	.4		none			
DNDI2037340	1035348	IC50	< 	.0137		uM			
DNDI2037340	1035348	IC50	> 	.1		uM			
DNDI2037340	1035348	IC50	= 	.011		uM			
DNDI2037340	1035348	IC50	= 	.021		uM			
DNDI2037340	1035348	IC50	= 	.015		uM			
DNDI2037340	1035348	IC50	= 	.014		uM			
DNDI2037340	1327097	IC50	> 	100		uM			
DNDI2037340	1327097	IC50	> 	100		uM			
DNDI2037340	1327100	IC90	< 	.0001		uM			
DNDI2037340	1327100	IC90	> 	.1		uM			
DNDI2037340	1327100	IC90	= 	.033		uM			
DNDI2037340	1327100	IC90	= 	.031		uM			
DNDI2038160	1327100	IC90	= 	.098		uM			
DNDI2038160	1327097	IC50	= 	57.74		uM			
DNDI2038160	1035348	IC50	= 	.047		uM			
DNDI2038160	1034082	IC50	= 	.775		uM			
DNDI2038160	1007988	logD	= 	3.75		none			
DNDI2038160	1007806	CLint in vitro	= 	178.8		uL/min/mg			
DNDI2038160	1007804	t (1 / 2)	= 	9.7		Min			
DNDI2038160	1007599	Kinetic	< 	.36		ug/ml			
DNDI2038160	1007175	Kinetic	= 	57.2		ug/ml			
DNDI2038160	1007173	logD	> 	4.5		none			
DNDI2038160	1000252	EH	= 	.898		none			
DNDI2038162	1000252	EH	= 	.985		none			
DNDI2038162	1007173	logD	= 	4.49		none			
DNDI2038162	1007599	Kinetic	= 	6.65		ug/ml			
DNDI2038162	1007804	t (1 / 2)	= 	1.3		Min			
DNDI2038162	1007806	CLint in vitro	= 	1324.5		uL/min/mg			
DNDI2038162	1007988	logD	= 	3.04		none			
DNDI2038162	1034082	IC50	= 	1.11		uM			
DNDI2038162	1035348	IC50	= 	.02		uM			
DNDI2038162	1327097	IC50	= 	76.87		uM			
DNDI2038162	1327100	IC90	= 	.0625		uM			
DNDI2038162	1007175	Kinetic	= 	66.87		ug/ml			
DNDI2038206	1327100	IC90	= 	.20350000000000001		uM			
DNDI2038206	1327097	IC50	> 	100		uM			
DNDI2038206	1044291	% inhibition	= 	96		%			
DNDI2038206	1044290	% inhibition	= 	88		%			
DNDI2038206	1035348	IC50	= 	.0675		uM			
DNDI2038206	1034082	IC50	< 	1		uM			
DNDI2038206	1007988	logD	= 	2.3		none			
DNDI2038206	1000252	EH	= 	.41		none			
DNDI2038206	1007806	CLint in vitro	= 	18		uL/min/mg			
DNDI2038206	1007804	t (1 / 2)	= 	97		Min			
DNDI2038206	1007599	Kinetic	= 			ug/ml			
DNDI2038206	1007175	Kinetic	> 	100		ug/ml			
DNDI2038206	1007173	logD	= 	3.5		none			
DNDI2039091-24	1007804	t (1 / 2)	= 	58		Min			
DNDI2039091-24	1007806	CLint in vitro	= 	66		uL/min/mg			
DNDI2039091-24	1000252	EH	= 	.766		none			
DNDI2039091-24	1000252	EH	= 	.54		none			
DNDI2039091-24	1007173	logD	= 	2.29		none			
DNDI2039091-24	1007173	logD	= 	2.2		none			
DNDI2039091-24	1007175	Kinetic	= 	57.52		ug/ml			
DNDI2039091-24	1327100	IC90	= 	.125		uM			
DNDI2039091-24	1327097	IC50	> 	100		uM			
DNDI2039091-24	1044291	% inhibition	= 	85.8		%			
DNDI2039091-24	1007806	CLint in vitro	= 	30		uL/min/mg			
DNDI2039091-24	1007988	logD	= 	-.54		none			
DNDI2039091-24	1007988	logD	= 	1.3		none			
DNDI2039091-24	1034082	IC50	< 	1		uM			
DNDI2039091-24	1034082	IC50	= 	1.01		uM			
DNDI2039091-24	1035348	IC50	= 	.049		uM			
DNDI2039091-24	1044290	% inhibition	= 	51.8		%			
DNDI2039091-24	1007175	Kinetic	> 	100		ug/ml			
DNDI2039091-24	1007599	Kinetic	= 	53.02		ug/ml			
DNDI2039091-24	1007599	Kinetic	> 	100		ug/ml			
DNDI2039091-24	1007804	t (1 / 2)	= 	26.3		Min			
DNDI2043995	1327100	IC90	= 	.091		uM			
DNDI2043995	1327097	IC50	> 	100		uM			
DNDI2043995	1035348	IC50	= 	.040499999999999994		uM			
DNDI2043997	1035348	IC50	= 	.35050000000000003		uM			
DNDI2043997	1327097	IC50	= 	54.49		uM			
DNDI2043997	1327100	IC90	= 	.632		uM			
DNDI2084885	1007599	Kinetic	< 	.32		ug/ml			
DNDI2084885	1007804	t (1 / 2)	= 	21.5		Min			
DNDI2084885	1007806	CLint in vitro	= 	80.5		uL/min/mg			
DNDI2084885	1000252	EH	= 	.799		none			
DNDI2084885	1007988	logD	= 	3.49		none			
DNDI2084885	1034082	IC50	= 	1		uM			
DNDI2084885	1327100	IC90	= 	.0825		uM			
DNDI2084885	1007175	Kinetic	= 	59.52		ug/ml			
DNDI2084885	1007173	logD	> 	4.5		none			
DNDI2084885	1327097	IC50	= 	56.27		uM			
DNDI2084885	1035348	IC50	= 	.017		uM			
DNDI2084886	1327100	IC90	= 	.1835		uM			
DNDI2084886	1327097	IC50	= 	71.8		uM			
DNDI2084886	1034082	IC50	= 	.47		uM			
DNDI2084886	1007988	logD	= 	2.16		none			
DNDI2084886	1007806	CLint in vitro	= 	30		uL/min/mg			
DNDI2084886	1007599	Kinetic	= 	19.16		ug/ml			
DNDI2084886	1007175	Kinetic	= 	65.87		ug/ml			
DNDI2084886	1007173	logD	= 	3.7		none			
DNDI2084886	1035348	IC50	= 	.053500000000000006		uM			
DNDI2084886	1000252	EH	= 	.598		none			
DNDI2084886	1007804	t (1 / 2)	= 	57.8		Min			
DNDI2084892	1327100	IC90	> 	.1		uM			
DNDI2084892	1331688	% bound	= 	72		none			
DNDI2084892	1329906	Parasitemia clearance after treatment	= 	100		%			
DNDI2084892	1329903	Parasitemia clearance after immunosuppression	= 	0		%			
DNDI2084892	1329900	PCR cure rate	= 	0		%			
DNDI2084892	1327100	IC90	> 	.01		uM			
DNDI2084892	1327100	IC90	= 	.0039		uM			
DNDI2084892	1327097	IC50	= 	21.92		uM			
DNDI2084892	1327097	IC50	= 	26.95		uM			
DNDI2084892	1035348	IC50	= 	.00015		uM			
DNDI2084892	1035348	IC50	= 	.00019		uM			
DNDI2084892	1327100	IC90	= 	.0039		uM			
DNDI2084892	1327097	IC50	= 	49.97		uM			
DNDI2084892	1327097	IC50	= 	33.57		uM			
DNDI2084892	1035348	IC50	= 	.00058		uM			
DNDI2084892	1035348	IC50	= 	.00069		uM			
DNDI2084892	1000252	EH	= 	.68		none			
DNDI2084892	1007173	logD	= 	2.3		none			
DNDI2084892	1007175	Kinetic	> 	100		ug/ml			
DNDI2084892	1007599	Kinetic	= 			ug/ml			
DNDI2084892	1007804	t (1 / 2)	= 	32		Min			
DNDI2084892	1007806	CLint in vitro	= 	55		uL/min/mg			
DNDI2084892	1007988	logD	= 	1.6		none			
DNDI2084892	1034082	IC50	= 	1.5		uM			
DNDI2084892	1035348	IC50	= 	.0001		uM			
DNDI2084892	1044290	% inhibition	= 	48		%			
DNDI2084892	1044291	% inhibition	= 	85		%			
DNDI2084892	1327100	IC90	< 	.0014		uM			
DNDI2084892	1327097	IC50	= 	50.06		uM			
DNDI2084901	1007988	logD	= 	1.8		none			
DNDI2084901	1034082	IC50	= 	3		uM			
DNDI2084901	1035348	IC50	= 	.0029333333333333334		uM			
DNDI2084901	1044290	% inhibition	= 	42		%			
DNDI2084901	1044291	% inhibition	= 	83		%			
DNDI2084901	1327097	IC50	= 	67.98		uM			
DNDI2084901	1327100	IC90	= 	.019366666666666667		uM			
DNDI2084901	1327661	IC50	> 	10		uM			
DNDI2084901	1007805	CLint in vitro	= 	75		uL/min/mg			
DNDI2084901	1007807	EH	= 	.62		none			
DNDI2084901	1007808	t (1 / 2)	= 	23		Min			
DNDI2084901	1035348	IC50	= 	.0055		uM			
DNDI2084901	1327097	IC50	> 	100		uM			
DNDI2084901	1327100	IC90	= 	.017		uM			
DNDI2084901	1007806	CLint in vitro	= 	20		uL/min/mg			
DNDI2084901	1007804	t (1 / 2)	= 	85		Min			
DNDI2084901	1007599	Kinetic	= 	6.3		ug/ml			
DNDI2084901	1007175	Kinetic	> 	100		ug/ml			
DNDI2084901	1007173	logD	= 	2.7		none			
DNDI2084901	1000252	EH	= 	.44		none			
DNDI2084905	1327100	IC90	= 	.151		uM			
DNDI2084905	1327097	IC50	> 	100		uM			
DNDI2084905	1044291	% inhibition	= 	49		%			
DNDI2084905	1035348	IC50	= 	.023		uM			
DNDI2084905	1034082	IC50	> 	10		uM			
DNDI2084905	1007988	logD	= 	1.6		none			
DNDI2084905	1007806	CLint in vitro	= 	93		uL/min/mg			
DNDI2084905	1007804	t (1 / 2)	= 	19		Min			
DNDI2084905	1007599	Kinetic	= 			ug/ml			
DNDI2084905	1007175	Kinetic	> 	100		ug/ml			
DNDI2084905	1007173	logD	= 	2.7		none			
DNDI2084905	1000252	EH	= 	.78		none			
DNDI2084905	1044290	% inhibition	= 	15		%			
DNDI2154408	1007173	logD	= 	3.9		none			
DNDI2154408	1007175	Kinetic	= 	25		ug/ml			
DNDI2154408	1007599	Kinetic	< 	1.6		ug/ml			
DNDI2154408	1007804	t (1 / 2)	= 	58		Min			
DNDI2154408	1007805	CLint in vitro	= 	29		uL/min/mg			
DNDI2154408	1007806	CLint in vitro	= 	30		uL/min/mg			
DNDI2154408	1007807	EH	= 	.38		none			
DNDI2154408	1007808	t (1 / 2)	= 	61		Min			
DNDI2154408	1331688	% bound	= 	66		none			
DNDI2154408	1331560	CLblood	= 	32.3		mL/min/kg			
DNDI2154408	1330173	CLblood	= 	38		mL/min/kg			
DNDI2154408	1327100	IC90	= 	.0089		uM			
DNDI2154408	1327097	IC50	= 	58.68		uM			
DNDI2154408	1044291	% inhibition	= 	55		%			
DNDI2154408	1044290	% inhibition	= 	29		%			
DNDI2154408	1037587	EH	= 	.48		none			
DNDI2154408	1035348	IC50	= 	.002533333333333333		uM			
DNDI2154408	1034082	IC50	= 	8		uM			
DNDI2154408	1007990	t (1 / 2)	= 	35		Min			
DNDI2154408	1007988	logD	= 	2.6		none			
DNDI2154408	1007989	CLint in vitro	= 	50		uL/min/mg			
DNDI2154408	1000253	EH	= 	.56		none			
DNDI2154408	1000252	EH	= 	.54		none			
DNDI2154958	1000252	EH	= 	.81		none			
DNDI2154958	1007173	logD	= 	3		none			
DNDI2154958	1007175	Kinetic	> 	100		ug/ml			
DNDI2154958	1007599	Kinetic	= 			ug/ml			
DNDI2154958	1007804	t (1 / 2)	= 	16		Min			
DNDI2154958	1007806	CLint in vitro	= 	109		uL/min/mg			
DNDI2154958	1007988	logD	= 	1.8		none			
DNDI2154958	1034082	IC50	< 	1		uM			
DNDI2154958	1035348	IC50	= 	.001975		uM			
DNDI2154958	1044290	% inhibition	= 	73		%			
DNDI2154958	1044291	% inhibition	= 	93		%			
DNDI2154958	1327097	IC50	= 	86.64		uM			
DNDI2154958	1327100	IC90	= 	.015		uM			
DNDI2154966	1000252	EH	< 	.23		none			
DNDI2154966	1007173	logD	= 	3.4		none			
DNDI2154966	1007175	Kinetic	> 	100		ug/ml			
DNDI2154966	1007599	Kinetic	= 	3.1		ug/ml			
DNDI2154966	1007804	t (1 / 2)	> 	250		Min			
DNDI2154966	1007806	CLint in vitro	< 	7		uL/min/mg			
DNDI2154966	1007988	logD	= 	2.1		none			
DNDI2154966	1034082	IC50	= 	4		uM			
DNDI2154966	1035348	IC50	= 	.015333333333333332		uM			
DNDI2154966	1331688	% bound	= 	97.4		none			
DNDI2154966	1329906	Parasitemia clearance after treatment	= 	80		%			
DNDI2154966	1329903	Parasitemia clearance after immunosuppression	= 	0		%			
DNDI2154966	1329900	PCR cure rate	= 	0		%			
DNDI2154966	1044290	% inhibition	= 	37		%			
DNDI2154966	1044291	% inhibition	= 	80		%			
DNDI2154966	1327097	IC50	= 	35.98		uM			
DNDI2154966	1327100	IC90	= 	.156		uM			
DNDI2155104	1007806	CLint in vitro	= 	217.6		uL/min/mg			
DNDI2155104	1007988	logD	= 	1.89		none			
DNDI2155104	1034082	IC50	= 	.612		uM			
DNDI2155104	1035348	IC50	= 	.002		uM			
DNDI2155104	1035348	IC50	= 	.001		uM			
DNDI2155104	1327097	IC50	> 	100		uM			
DNDI2155104	1327097	IC50	= 	66.39		uM			
DNDI2155104	1327097	IC50	= 	66.46		uM			
DNDI2155104	1327097	IC50	= 	59.43		uM			
DNDI2155104	1327097	IC50	= 	44.29		uM			
DNDI2155104	1327100	IC90	= 	.0146		uM			
DNDI2155104	1327100	IC90	= 	.006		uM			
DNDI2155104	1007804	t (1 / 2)	= 	7.9		Min			
DNDI2155104	1007599	Kinetic	= 	8.62		ug/ml			
DNDI2155104	1007173	logD	= 	3.18		none			
DNDI2155104	1000252	EH	= 	.916		none			
DNDI2155104	1007175	Kinetic	> 	74.88		ug/ml			
DNDI2155110	1000252	EH	= 	.35		none			
DNDI2155110	1007173	logD	= 	2.1		none			
DNDI2155110	1007175	Kinetic	> 	100		ug/ml			
DNDI2155110	1007599	Kinetic	= 			ug/ml			
DNDI2155110	1007804	t (1 / 2)	= 	123		Min			
DNDI2155110	1007805	CLint in vitro	= 	21		uL/min/mg			
DNDI2155110	1007807	EH	= 	.32		none			
DNDI2155110	1007808	t (1 / 2)	= 	81		Min			
DNDI2155110	1007988	logD	= 	1.6		none			
DNDI2155110	1034082	IC50	> 	10		uM			
DNDI2155110	1035348	IC50	= 	.013500000000000002		uM			
DNDI2155110	1044290	% inhibition	= 	.3		%			
DNDI2155110	1044291	% inhibition	= 	28.1		%			
DNDI2155110	1327097	IC50	= 	63.44		uM			
DNDI2155110	1327100	IC90	= 	.027		uM			
DNDI2155110	1007806	CLint in vitro	= 	14		uL/min/mg			
DNDI2166092	1000252	EH	= 	.874		none			
DNDI2166092	1007173	logD	= 	4.67		none			
DNDI2166092	1007175	Kinetic	> 	70.49		ug/ml			
DNDI2166092	1007599	Kinetic	= 	3.1		ug/ml			
DNDI2166092	1007804	t (1 / 2)	= 	12.4		Min			
DNDI2166092	1007806	CLint in vitro	= 	138.4		uL/min/mg			
DNDI2166092	1007988	logD	= 	1.98		none			
DNDI2166092	1034082	IC50	= 	.576		uM			
DNDI2166092	1035348	IC50	= 	.051		uM			
DNDI2166092	1035348	IC50	= 	.048		uM			
DNDI2166092	1327097	IC50	= 	54.21		uM			
DNDI2166092	1327097	IC50	= 	26.74		uM			
DNDI2166092	1327097	IC50	= 	50.29		uM			
DNDI2166092	1327100	IC90	= 	.051		uM			
DNDI2166092	1327100	IC90	= 	.11		uM			
DNDI2166104	1007808	t (1 / 2)	= 	247		Min			
DNDI2166104	1331560	CLblood	= 	38		mL/min/kg			
DNDI2166104	1327100	IC90	= 	.064		uM			
DNDI2166104	1327100	IC90	= 	.625		uM			
DNDI2166104	1327097	IC50	= 	15.43		uM			
DNDI2166104	1327097	IC50	= 	22.39		uM			
DNDI2166104	1327097	IC50	= 	58.21		uM			
DNDI2166104	1327097	IC50	= 	57.24		uM			
DNDI2166104	1000252	EH	= 	.574		none			
DNDI2166104	1000253	EH	= 	.62		none			
DNDI2166104	1007173	logD	= 	2.21		none			
DNDI2166104	1007175	Kinetic	> 	74.89		ug/ml			
DNDI2166104	1007599	Kinetic	> 	74.89		ug/ml			
DNDI2166104	1007804	t (1 / 2)	= 	63.6		Min			
DNDI2166104	1007805	CLint in vitro	= 	7		uL/min/mg			
DNDI2166104	1007806	CLint in vitro	= 	27		uL/min/mg			
DNDI2166104	1007807	EH	= 	.24		none			
DNDI2166104	1037587	EH	= 	.56		none			
DNDI2166104	1007988	logD	= 	-.83		none			
DNDI2166104	1007989	CLint in vitro	= 	50		uL/min/mg			
DNDI2166104	1007990	t (1 / 2)	= 	35		Min			
DNDI2166104	1034082	IC50	= 	13.04		uM			
DNDI2166104	1035348	IC50	= 	.017		uM			
DNDI2166109	1035348	IC50	= 	.0022		uM			
DNDI2166109	1034082	IC50	< 	1		uM			
DNDI2166109	1007988	logD	= 	1.6		none			
DNDI2166109	1007806	CLint in vitro	= 	28		uL/min/mg			
DNDI2166109	1007804	t (1 / 2)	= 	61		Min			
DNDI2166109	1007599	Kinetic	= 			ug/ml			
DNDI2166109	1007175	Kinetic	> 	100		ug/ml			
DNDI2166109	1007173	logD	= 	2.3		none			
DNDI2166109	1000252	EH	= 	.52		none			
DNDI2166109	1035348	IC50	= 	.0026		uM			
DNDI2166109	1044290	% inhibition	= 	51.6		%			
DNDI2166109	1044291	% inhibition	= 	86.1		%			
DNDI2166109	1327097	IC50	> 	100		uM			
DNDI2166109	1327097	IC50	= 	63.12		uM			
DNDI2166109	1327097	IC50	= 	60.65		uM			
DNDI2166109	1327097	IC50	= 	67.19		uM			
DNDI2166109	1327097	IC50	= 	83.77		uM			
DNDI2166109	1327100	IC90	= 	.0084		uM			
DNDI2166109	1327100	IC90	= 	.0091		uM			
DNDI2166110-8	1035348	IC50	= 	.486		uM			
DNDI2166110-8	1035348	IC50	= 	.534		uM			
DNDI2166110-8	1327097	IC50	> 	100		uM			
DNDI2166110-8	1327097	IC50	= 	84.93		uM			
DNDI2166110-8	1327097	IC50	= 	98.12		uM			
DNDI2166110-8	1327097	IC50	= 	65.13		uM			
DNDI2166110-8	1327097	IC50	= 	73.72		uM			
DNDI2166110-8	1327100	IC90	= 	.941		uM			
DNDI2166110-8	1327100	IC90	> 	1		uM			
DNDI2166113	1327100	IC90	> 	.1		uM			
DNDI2166113	1000252	EH	= 	.86		none			
DNDI2166113	1007173	logD	= 	3.9		none			
DNDI2166113	1007175	Kinetic	> 	100		ug/ml			
DNDI2166113	1007599	Kinetic	< 	1.6		ug/ml			
DNDI2166113	1007804	t (1 / 2)	= 	11		Min			
DNDI2166113	1007806	CLint in vitro	= 	157		uL/min/mg			
DNDI2166113	1007988	logD	= 	2.8		none			
DNDI2166113	1034082	IC50	< 	1		uM			
DNDI2166113	1035348	IC50	< 	.00014		uM			
DNDI2166113	1035348	IC50	= 	.00022		uM			
DNDI2166113	1035348	IC50	= 	.0002		uM			
DNDI2166113	1327100	IC90	= 	.018		uM			
DNDI2166113	1327100	IC90	= 	.096		uM			
DNDI2166113	1327100	IC90	= 	.00041		uM			
DNDI2166113	1327100	IC90	= 	.0004		uM			
DNDI2166113	1327097	IC50	= 	75.97		uM			
DNDI2166113	1327097	IC50	= 	34.35		uM			
DNDI2166113	1327097	IC50	= 	51.24		uM			
DNDI2166113	1327097	IC50	> 	100		uM			
DNDI2166113	1044291	% inhibition	= 	81.8		%			
DNDI2166113	1044290	% inhibition	= 	54.3		%			
DNDI2166113	1035348	IC50	= 	.00019		uM			
DNDI2166118	1034082	IC50	= 	4		uM			
DNDI2166118	1035348	IC50	= 	.0052		uM			
DNDI2166118	1035348	IC50	= 	.0025		uM			
DNDI2166118	1035348	IC50	= 	.0072		uM			
DNDI2166118	1035348	IC50	= 	.0088		uM			
DNDI2166118	1044290	% inhibition	= 	39		%			
DNDI2166118	1044291	% inhibition	= 	76.9		%			
DNDI2166118	1327097	IC50	= 	61.93		uM			
DNDI2166118	1327097	IC50	= 	75.85		uM			
DNDI2166118	1327097	IC50	= 	57.56		uM			
DNDI2166118	1327097	IC50	= 	48.56		uM			
DNDI2166118	1327100	IC90	= 	.011		uM			
DNDI2166118	1327100	IC90	= 	.0089		uM			
DNDI2166118	1327100	IC90	= 	.07		uM			
DNDI2166118	1327100	IC90	= 	.068		uM			
DNDI2166118	1007175	Kinetic	> 	100		ug/ml			
DNDI2166118	1007173	logD	= 	3.4		none			
DNDI2166118	1000252	EH	= 	.43		none			
DNDI2166118	1007599	Kinetic	= 			ug/ml			
DNDI2166118	1007804	t (1 / 2)	= 	90		Min			
DNDI2166118	1007988	logD	= 	2.2		none			
DNDI2166118	1007808	t (1 / 2)	= 	39		Min			
DNDI2166118	1007807	EH	= 	.49		none			
DNDI2166118	1007806	CLint in vitro	= 	19		uL/min/mg			
DNDI2166118	1007805	CLint in vitro	= 	45		uL/min/mg			
