smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,REFERENCE_ID,ASSAY_TYPE,ASSAY_ORGANISM,ASSAY_STRAIN,TARGET_TYPE,SRC_ID,ASSAY_SOURCE
O=C(COc1ccc(Cl)cc1Cl)NO,O=C(COc1ccc(Cl)cc1Cl)NO,.,= ,0.921,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCCCNCc1[nH]c2ccccc2c1Cl,CCCCNCc1[nH]c2ccccc2c1Cl,.,= ,3.1,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cc(C)c2c(N)c3cccc(C)c3nc2n1,Cc1cc(C)c2c(N)c3cccc(C)c3nc2n1,.,= ,0.9,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
Cc1cc(C)c2c(N)c3cccc(C)c3nc2n1,Cc1cc(C)c2c(N)c3cccc(C)c3nc2n1,.,= ,0.35,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCN1CCO/C1=C\C=C\C1=[N+](CC)CCO1,CCN1CCO/C1=C\C=C\C1=[N+](CC)CCO1,.,= ,0.166,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Nc1ccc2c(c1)C(=O)C(=O)c1cc(N)ccc1-2,Nc1ccc2c(c1)C(=O)C(=O)c1cc(N)ccc1-2,.,= ,0.975,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C1CN(Cc2ccccc2)c2ccccc2N1,O=C1CN(Cc2ccccc2)c2ccccc2N1,.,= ,1.01,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C1CN(Cc2ccccc2)c2ccccc2N1,O=C1CN(Cc2ccccc2)c2ccccc2N1,.,= ,8.3,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
CCCCOc1ccc(CSC(=N)N)cc1,CCCCOc1ccc(CSC(=N)N)cc1,.,= ,5.48,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
C=CCS(=O)(=O)c1nc2ccccc2s1,C=CCS(=O)(=O)c1nc2ccccc2s1,.,= ,5.73,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)c1ccc(/C=C/c2cc[n+](C)cc2)cc1,CN(C)c1ccc(/C=C/c2cc[n+](C)cc2)cc1,.,= ,0.458,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C(NNc1cccccc1=O)c1ccccc1,O=C(NNc1cccccc1=O)c1ccccc1,.,= ,5.18,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN1c2ccccc2N(C)C1c1ccc(O)cc1,CN1c2ccccc2N(C)C1c1ccc(O)cc1,.,= ,3.47,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
C/C(CC(C)(C)C1CCCCC1)=N/NC(N)N,C/C(CC(C)(C)C1CCCCC1)=N/NC(N)N,.,= ,1.4,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC1=NN(c2ccc3cccc(O)c3n2)C(=O)C1,CC1=NN(c2ccc3cccc(O)c3n2)C(=O)C1,.,= ,1.31,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cn1cnn(C2CC(=O)C3OCC2O3)c1=S,Cn1cnn(C2CC(=O)C3OCC2O3)c1=S,.,= ,3.7,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cn1cnn(C2CC(=O)C3OCC2O3)c1=S,Cn1cnn(C2CC(=O)C3OCC2O3)c1=S,.,= ,2.07,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Clc1ccc2nnnc(-c3ccccc3)c2c1,Clc1ccc2nnnc(-c3ccccc3)c2c1,.,= ,2.81,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Clc1ccc2nnnc(-c3ccccc3)c2c1,Clc1ccc2nnnc(-c3ccccc3)c2c1,.,= ,4.48,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
CC1CC2=C(C(=O)c3ccccc3C2=O)C(C)O1,CC1CC2=C(C(=O)c3ccccc3C2=O)C(C)O1,.,= ,5.59,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Oc1c(CN2CCCCC2)ccc2cccnc12,Oc1c(CN2CCCCC2)ccc2cccnc12,.,= ,3.78,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1ccc(O)c(/C=N/Nc2ccccn2)c1,COc1ccc(O)c(/C=N/Nc2ccccn2)c1,.,= ,4.69,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CNC(C)(C)Cc1c2c(cc3c1CCC3)CCC2,CNC(C)(C)Cc1c2c(cc3c1CCC3)CCC2,.,= ,4.62,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1cc(OC)c2nc(C)c3c(c2c1)CNC3,COc1cc(OC)c2nc(C)c3c(c2c1)CNC3,.,= ,2.5,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1cc(OC)c2nc(C)c3c(c2c1)CNC3,COc1cc(OC)c2nc(C)c3c(c2c1)CNC3,.,= ,7.02,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
Cc1ccc(O)c(NC(=O)c2nc(N)n(C)n2)c1,Cc1ccc(O)c(NC(=O)c2nc(N)n(C)n2)c1,.,= ,0.196,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc(O)c(NC(=O)c2nc(N)n(C)n2)c1,Cc1ccc(O)c(NC(=O)c2nc(N)n(C)n2)c1,.,= ,1.84,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
N#Cc1ccccc1/N=N/Nc1ccccc1C#N,N#Cc1ccccc1/N=N/Nc1ccccc1C#N,.,= ,5.08,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCC1CO/C(=C2\Sc3ccccc3C2=O)N1,CCC1CO/C(=C2\Sc3ccccc3C2=O)N1,.,= ,5.08,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)C(=S)N/N=C1\Cc2ccccc2C1=O,CN(C)C(=S)N/N=C1\Cc2ccccc2C1=O,.,= ,0.989,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1cc2nc(N(C)C)nc(N)c2cc1OC,COc1cc2nc(N(C)C)nc(N)c2cc1OC,.,= ,5.21,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
N/C(=N\OC(=O)N1CCOCC1)c1ccccc1,N/C(=N\OC(=O)N1CCOCC1)c1ccccc1,.,= ,1.19,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Oc1c(/N=N/c2ccccn2)ccc2ccccc12,Oc1c(/N=N/c2ccccn2)ccc2ccccc12,.,= ,0.718,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc(-c2cnc3ccccc3[n+]2C)c(C)c1,Cc1ccc(-c2cnc3ccccc3[n+]2C)c(C)c1,.,= ,0.739,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc(-c2cnc3ccccc3[n+]2C)c(C)c1,Cc1ccc(-c2cnc3ccccc3[n+]2C)c(C)c1,.,= ,3.32,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C1c2ccccc2C(=O)c2c1ccc1nonc21,O=C1c2ccccc2C(=O)c2c1ccc1nonc21,.,= ,0.394,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C1c2ccccc2C(=O)N1/N=C/c1ccccc1,O=C1c2ccccc2C(=O)N1/N=C/c1ccccc1,.,= ,0.727,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
N#Cc1c(N)nc2[nH]nc(N)c2c1-c1ccccc1,N#Cc1c(N)nc2[nH]nc(N)c2c1-c1ccccc1,.,= ,3.04,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCn1ccnc1-c1cccc(-c2ccccn2)n1,CCn1ccnc1-c1cccc(-c2ccccn2)n1,.,= ,0.425,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCc1ccc2nc3nc(C)cc(C)c3c(N)c2c1,CCc1ccc2nc3nc(C)cc(C)c3c(N)c2c1,.,= ,4.86,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC[N+]1=C(/C=C/N(C)C)c2cccc3cccc1c23,CC[N+]1=C(/C=C/N(C)C)c2cccc3cccc1c23,.,= ,3.41,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O/N=C1\C=Cc2[nH]c(-c3ccccc3)cc2\C1=N/O,O/N=C1\C=Cc2[nH]c(-c3ccccc3)cc2\C1=N/O,.,= ,0.254,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O/N=C1\C=Cc2[nH]c(-c3ccccc3)cc2\C1=N/O,O/N=C1\C=Cc2[nH]c(-c3ccccc3)cc2\C1=N/O,.,= ,0.721,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
c1ccc2c(c1)CC1CNCc3cccc(c31)S2,c1ccc2c(c1)CC1CNCc3cccc(c31)S2,.,= ,5.59,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccccc1C(=O)O/N=C(\N)c1ccccc1,Cc1ccccc1C(=O)O/N=C(\N)c1ccccc1,.,= ,0.881,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cccc(C(=O)O/N=C(\N)c2ccncc2)c1,Cc1cccc(C(=O)O/N=C(\N)c2ccncc2)c1,.,= ,5.42,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc2[nH]c3c(c2c1)CCC/C3=N\N=C(N)N,Cc1ccc2[nH]c3c(c2c1)CCC/C3=N\N=C(N)N,.,= ,8.57,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC(=O)C(C(C)=O)C1=CC(=O)C(=O)c2ccccc21,CC(=O)C(C(C)=O)C1=CC(=O)C(=O)c2ccccc21,.,= ,7.06,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1ccc(C2=C(C)C(=O)C(C)=C(C)C2=O)cc1,COc1ccc(C2=C(C)C(=O)C(C)=C(C)C2=O)cc1,.,= ,5.55,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
S=c1c(Cl)c(Cl)cnn1-c1ccccc1,S=c1c(Cl)c(Cl)cnn1-c1ccccc1,.,= ,6.17,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cccc(/C(N)=N/OC(=O)c2ccoc2C)c1,Cc1cccc(/C(N)=N/OC(=O)c2ccoc2C)c1,.,= ,0.338,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCN(CC)c1ccc(/C=N/n2cnnc2)c(O)c1,CCN(CC)c1ccc(/C=N/n2cnnc2)c(O)c1,.,= ,1.92,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CS(=O)(=O)/C=C(\c1ccccc1)c1ccncc1,CS(=O)(=O)/C=C(\c1ccccc1)c1ccncc1,.,= ,0.641,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCc1cc2c(cc1C(C)N)C(C)(C)CCC2(C)C,CCc1cc2c(cc1C(C)N)C(C)(C)CCC2(C)C,.,= ,5.0,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC(C)(C)C(N)CCc1ccc(Cl)cc1Cl,CC(C)(C)C(N)CCc1ccc(Cl)cc1Cl,.,= ,5.49,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1ccc(/C(N)=N/OC(=O)c2ccco2)cc1,COc1ccc(/C(N)=N/OC(=O)c2ccco2)cc1,.,= ,3.69,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COC(=O)c1ccccc1N/N=C1\C(=N)ON=C1N,COC(=O)c1ccccc1N/N=C1\C(=N)ON=C1N,.,= ,0.41,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc([S@+]([O-])/C(F)=C\c2ccccn2)cc1,Cc1ccc([S@+]([O-])/C(F)=C\c2ccccn2)cc1,.,= ,5.57,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
Cc1ccc([S@+]([O-])/C(F)=C\c2ccccn2)cc1,Cc1ccc([S@+]([O-])/C(F)=C\c2ccccn2)cc1,.,= ,0.903,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc2c(c1)C(=O)C(CN1CCOCC1)CO2,Cc1ccc2c(c1)C(=O)C(CN1CCOCC1)CO2,.,= ,2.17,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
N/C(=N\OC(=O)CC1CCCCC1)c1cccnc1,N/C(=N\OC(=O)CC1CCCCC1)c1cccnc1,.,= ,5.36,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Oc1c(Cl)cc(CN2CCCC2)c2cccnc12,Oc1c(Cl)cc(CN2CCCC2)c2cccnc12,.,= ,4.32,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=c1nc2oc3ccc4ccccc4c3cc-2c(=O)[nH]1,O=c1nc2oc3ccc4ccccc4c3cc-2c(=O)[nH]1,.,= ,5.06,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC1(C)CCC[C@]2(C)C=C(C3OCCO3)C(=O)C[C@@H]12,CC1(C)CCC[C@]2(C)C=C(C3OCCO3)C(=O)C[C@@H]12,.,= ,5.21,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C1c2ccccc2C(=O)c2c1ccc1c(=O)o[nH]c21,O=C1c2ccccc2C(=O)c2c1ccc1c(=O)o[nH]c21,.,= ,4.64,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cccc(NCc2ccc(O)c3ncccc23)n1,Cc1cccc(NCc2ccc(O)c3ncccc23)n1,.,= ,4.89,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)c1ccc(/C=C\C=C\c2ccc[n+](C)c2)cc1,CN(C)c1ccc(/C=C\C=C\c2ccc[n+](C)c2)cc1,.,= ,0.354,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cc(C)nc(Nc2nc(N)c3ccccc3n2)n1,Cc1cc(C)nc(Nc2nc(N)c3ccccc3n2)n1,.,= ,3.79,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cc(C)nc(Nc2nc(N)c3ccccc3n2)n1,Cc1cc(C)nc(Nc2nc(N)c3ccccc3n2)n1,.,= ,6.09,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
CCN(Cc1ccccc1)S(=O)(=O)c1ncn[nH]1,CCN(Cc1ccccc1)S(=O)(=O)c1ncn[nH]1,.,= ,3.38,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCCCCc1ccc(-c2ccc(C(=N)N)cc2)cc1,CCCCCc1ccc(-c2ccc(C(=N)N)cc2)cc1,.,= ,15.52,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
CCCCCc1ccc(-c2ccc(C(=N)N)cc2)cc1,CCCCCc1ccc(-c2ccc(C(=N)N)cc2)cc1,.,= ,5.73,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1ccc(Nc2nc3ccccc3c(=O)o2)cc1,COc1ccc(Nc2nc3ccccc3c(=O)o2)cc1,.,= ,0.435,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)CCCNc1c2c(nc3ccccc13)CCC2,CN(C)CCCNc1c2c(nc3ccccc13)CCC2,.,= ,5.76,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
CN(C)CCCNc1c2c(nc3ccccc13)CCC2,CN(C)CCCNc1c2c(nc3ccccc13)CCC2,.,= ,1.82,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc(C23CC4CC(CC(CN)(C4)C2)C3)cc1C,Cc1ccc(C23CC4CC(CC(CN)(C4)C2)C3)cc1C,.,= ,0.91,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCN1CCS/C1=C/C=C/C1=[N+](CC)CCS1,CCN1CCS/C1=C/C=C/C1=[N+](CC)CCS1,.,= ,0.39,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCN1CCS/C1=C/C=C/C1=[N+](CC)CCS1,CCN1CCS/C1=C/C=C/C1=[N+](CC)CCS1,.,= ,0.092,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
C/C(Cl)=C\CN1C(=O)C(=O)c2cc(Cl)ccc21,C/C(Cl)=C\CN1C(=O)C(=O)c2cc(Cl)ccc21,.,= ,4.87,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C(Cc1cc(O)[nH]n1)N/N=C/C=C/c1ccccc1,O=C(Cc1cc(O)[nH]n1)N/N=C/C=C/c1ccccc1,.,= ,5.31,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCC(C)NC(=O)c1nc(-c2ccccc2)cnc1N,CCC(C)NC(=O)c1nc(-c2ccccc2)cnc1N,.,= ,0.426,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCCCc1c(C)nn(-c2nc3ccccc3[nH]2)c1O,CCCCc1c(C)nn(-c2nc3ccccc3[nH]2)c1O,.,= ,0.895,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC1CS/C(=N/c2ccc(Br)cc2)N1,CC1CS/C(=N/c2ccc(Br)cc2)N1,.,= ,6.65,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
C/C(=N\NC(=O)Cc1ccc(F)cc1)c1ccccn1,C/C(=N\NC(=O)Cc1ccc(F)cc1)c1ccccn1,.,= ,5.17,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C1CC(n2nnnc2-c2ccccc2)C2COC1O2,O=C1CC(n2nnnc2-c2ccccc2)C2COC1O2,.,= ,2.18,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)c1ccc(C2=Nc3cccc4cccc2c34)cc1,CN(C)c1ccc(C2=Nc3cccc4cccc2c34)cc1,.,= ,0.434,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COCCN1CSC(=S)N(Cc2ccco2)C1,COCCN1CSC(=S)N(Cc2ccco2)C1,.,= ,4.84,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1ccc(CC(C)N)c(Sc2ccccc2)c1,COc1ccc(CC(C)N)c(Sc2ccccc2)c1,.,= ,5.42,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCOC(=O)C1CCc2oc3ccc(O)cc3c2C1=O,CCOC(=O)C1CCc2oc3ccc(O)cc3c2C1=O,.,= ,5.07,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc(O)c(NN=C2C(=O)CC(C)(C)CC2=O)c1,Cc1ccc(O)c(NN=C2C(=O)CC(C)(C)CC2=O)c1,.,= ,5.09,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
c1coc(CNc2c3ccccc3nc3ccccc23)c1,c1coc(CNc2c3ccccc3nc3ccccc23)c1,.,= ,2.73,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccccc1C(=O)O/N=C(\N)Cc1cccs1,Cc1ccccc1C(=O)O/N=C(\N)Cc1cccs1,.,= ,0.414,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
C[N+](CC#CC1CC1)(C1CCCCC1)C1CCCCC1,C[N+](CC#CC1CC1)(C1CCCCC1)C1CCCCC1,.,= ,8.85,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Oc1ccc(Cn2cnc3ccccc32)c2cccnc12,Oc1ccc(Cn2cnc3ccccc32)c2cccnc12,.,= ,1.55,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
c1ccc(NN=C(c2ccccn2)c2ccccn2)nc1,c1ccc(NN=C(c2ccccn2)c2ccccn2)nc1,.,= ,0.468,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
