smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,REFERENCE_ID,ASSAY_TYPE,ASSAY_ORGANISM,ASSAY_STRAIN,TARGET_TYPE,SRC_ID,ASSAY_SOURCE,UPPER_VALUE,SD_MINUS,SD_PLUS,ACTIVITY_COMMENT
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,4.4,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 7.4,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,1.6,Phosphate Buffer - pH 6.5,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10-1,1.0,A,Phosphate Buffer - pH 6.5,NEPH_RT,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,3.5,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 3.0,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,7.0,Human,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,247.3,Human,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,72.1,Rat,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,24.0,Rat,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,1.7,CYP3A4,,,uM,,IC50,In Vitro,,CYP Inhibition,set10-1,1.0,A,CYP3A4,midazolam,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.000618,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,66.3,L. donovani,,,%,,% inhibition,In Vitro,,Leish macro in vitro at 10 uM,set10-1,1.0,F,L. donovani,MHOM/ET/67/L82,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,20.14,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.001465,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1C(F)(F)F)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,,T. cruzi,,,%,,% inhibition,In Vivo,,"Chagas in vivo at 20 mg/kg, 10 adm days",set10-1,1.0,F,T. cruzi,Tulahuen Swiss po,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,12.5,Phosphate Buffer - pH 6.5,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10-1,1.0,A,Phosphate Buffer - pH 6.5,NEPH_RT,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,3.5,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 7.4,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.72,Rat,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.89,Human,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.008,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.047,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,,T. cruzi,,,%,,% inhibition,In Vivo,,"Chagas in vivo at 20 mg/kg, 10 adm days",set10-1,1.0,F,T. cruzi,Tulahuen Swiss po,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,2.4,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 3.0,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,11.8,Human,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,146.9,Human,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,79.3,Rat,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,21.8,Rat,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,2.1,CYP3A4,,,uM,,IC50,In Vitro,,CYP Inhibition,set10-1,1.0,A,CYP3A4,midazolam,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.008383,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,78.48,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1noc(C)c1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.0030365,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.85,Human,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.67,Rat,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,3.3,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 7.4,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,12.5,Phosphate Buffer - pH 6.5,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10-1,1.0,A,Phosphate Buffer - pH 6.5,NEPH_RT,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,2.1,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 3.0,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,16.6,Human,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,104.6,Human,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,61.8,Rat,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,28.1,Rat,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,2.9,CYP3A4,,,uM,,IC50,In Vitro,,CYP Inhibition,set10-1,1.0,A,CYP3A4,midazolam,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.006931,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,67.36,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,Cc1ncsc1C(=O)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.01102,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.016605,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,57.89,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
O=C(c1ccccc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccccc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.007457,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,3.1,Phosphate Buffer - pH 6.5,,,ug/ml,,Kinetic,In Vitro,,Solubility,set10-1,1.0,A,Phosphate Buffer - pH 6.5,NEPH_RT,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,4.1,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 7.4,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.77,Rat,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.88,Human,,,none,,EH,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.015,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.028,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,54.32,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,16.6,Rat,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,4.4,CYP3A4,,,uM,,IC50,In Vitro,,CYP Inhibition,set10-1,1.0,A,CYP3A4,midazolam,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.00783,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,44.45,L-6 cells,,,uM,,IC50,In Vitro,,Cytotoxicity in Vitro,set10-1,1.0,F,L-6 cells,Rat Skeletal Myoblast Cells,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,0.020723,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,,T. cruzi,,,%,,% inhibition,In Vivo,,"Chagas in vivo at 20 mg/kg, 10 adm days",set10-1,1.0,F,T. cruzi,Tulahuen Swiss po,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,104.6,Rat,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Rat,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,130.8,Human,,,uL/min/mg,,CLint in vitro,In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,13.2,Human,,,Min,,t (1 / 2),In Vitro,,Metabolism,set10-1,1.0,A,Human,Microsomes,ORGANISM,14.0,HEOS,,,,
O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,O=C(c1ccc(F)cc1)N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,.,= ,3.1,gLogD,,,none,,logD,In Vitro,,Lipophilicity,set10-1,1.0,A,gLogD,pH 3.0,ORGANISM,14.0,HEOS,,,,
FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,.,= ,0.015,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,.,= ,0.023,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,.,= ,38.5,L. donovani,,,%,,% inhibition,In Vitro,,Leish macro in vitro at 10 uM,set10-1,1.0,F,L. donovani,MHOM/ET/67/L82,ORGANISM,14.0,HEOS,,,,
FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,.,= ,0.038,T. cruzi,,,uM,,IC90,In Vitro,,Chagas in Vitro,set10-1,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS,,,,
FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,.,= ,,T. cruzi,,,%,,% inhibition,In Vivo,,"Chagas in vivo at 20 mg/kg, 5 adm days",set10-1,1.0,F,T. cruzi,Tulahuen Swiss po,ORGANISM,14.0,HEOS,,,,
FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,FC(F)(F)c1ccc(N2CCC(N(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)cc1,.,= ,,T. cruzi,,,%,,% inhibition,In Vivo,,"Chagas in vivo at 20 mg/kg, 20 adm days",set10-1,1.0,F,T. cruzi,Tulahuen Swiss po,ORGANISM,14.0,HEOS,,,,
