COMPOUND_ID	ASSAY_ID	MEASUREMENT_TYPE	STATUS	VALUE	UPPER_VALUE	UNIT	SD_MINUS	SD_PLUS	ACTIVITY_COMMENT
DNDI1703790	1327097	IC50	= 	49.1		uM			
DNDI1703790	1327100	IC90	= 	.03		uM			
DNDI1703790	1035348	IC50	= 	.011		uM			
DNDI1703790	1034082	IC50	= 	5.3		uM			
DNDI1703790	1007806	CLint in vitro	= 	50		uL/min/mg			
DNDI1703790	1007804	t (1 / 2)	= 	34.6		Min			
DNDI1703790	1007176	logD	= 	1.3		none			
DNDI1703790	1007175	Kinetic	> 	100		ug/ml			
DNDI1703790	1007174	Kinetic	= 	25		ug/ml			
DNDI1703790	1007173	logD	= 	3.6		none			
DNDI1703790	1000252	EH	= 	.74		none			
DNDI1713038	1000252	EH	= 	.95		none			
DNDI1713038	1007173	logD	= 	3.9		none			
DNDI1713038	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1713038	1007175	Kinetic	= 	25		ug/ml			
DNDI1713038	1007176	logD	= 	3.8		none			
DNDI1713038	1007804	t (1 / 2)	= 	5.1		Min			
DNDI1713038	1034082	IC50	= 	2		uM			
DNDI1713038	1035348	IC50	= 	.01		uM			
DNDI1713038	1327097	IC50	= 	9.28		uM			
DNDI1713038	1327100	IC90	= 	.028		uM			
DNDI1713038	1007806	CLint in vitro	= 	340.5		uL/min/mg			
DNDI1713039	1000252	EH	= 	.94		none			
DNDI1713039	1007173	logD	= 	4.7		none			
DNDI1713039	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1713039	1007175	Kinetic	= 	25		ug/ml			
DNDI1713039	1007176	logD	= 	4.4		none			
DNDI1713039	1007804	t (1 / 2)	= 	6.7		Min			
DNDI1713039	1007806	CLint in vitro	= 	257.9		uL/min/mg			
DNDI1713039	1034082	IC50	= 	7		uM			
DNDI1713039	1035348	IC50	= 	.015		uM			
DNDI1713039	1327097	IC50	= 	10.37		uM			
DNDI1713039	1327100	IC90	= 	.031		uM			
DNDI1713040	1000252	EH	= 	.97		none			
DNDI1713040	1007173	logD	= 	3.7		none			
DNDI1713040	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1713040	1007175	Kinetic	= 	50		ug/ml			
DNDI1713040	1007176	logD	= 	3.6		none			
DNDI1713040	1007804	t (1 / 2)	= 	3.4		Min			
DNDI1713040	1007806	CLint in vitro	= 	504.2		uL/min/mg			
DNDI1713040	1034082	IC50	= 	6		uM			
DNDI1713040	1035348	IC50	= 	.006		uM			
DNDI1713040	1327100	IC90	= 	.011		uM			
DNDI1713041	1007804	t (1 / 2)	= 	11.1		Min			
DNDI1713041	1327100	IC90	= 	.02		uM			
DNDI1713041	1327097	IC50	= 	25.01		uM			
DNDI1713041	1035348	IC50	= 	.008		uM			
DNDI1713041	1034082	IC50	= 	10		uM			
DNDI1713041	1007806	CLint in vitro	= 	156.1		uL/min/mg			
DNDI1713041	1007176	logD	= 	1.6		none			
DNDI1713041	1007175	Kinetic	> 	100		ug/ml			
DNDI1713041	1007174	Kinetic	= 	12.5		ug/ml			
DNDI1713041	1007173	logD	= 	4.6		none			
DNDI1713041	1000252	EH	= 	.9		none			
DNDI1713296	1327100	IC90	= 	.011		uM			
DNDI1713296	1327097	IC50	> 	100		uM			
DNDI1713296	1035348	IC50	= 	.006		uM			
DNDI1713297	1000252	EH	= 	.82		none			
DNDI1713297	1007173	logD	= 	4.2		none			
DNDI1713297	1007174	Kinetic	= 	6.3		ug/ml			
DNDI1713297	1007175	Kinetic	> 	100		ug/ml			
DNDI1713297	1007176	logD	= 	1.3		none			
DNDI1713297	1007804	t (1 / 2)	= 	21.5		Min			
DNDI1713297	1007806	CLint in vitro	= 	80.7		uL/min/mg			
DNDI1713297	1034082	IC50	= 	5		uM			
DNDI1713297	1035348	IC50	= 	.015		uM			
DNDI1713297	1327097	IC50	= 	68.98		uM			
DNDI1713297	1327100	IC90	= 	.031		uM			
DNDI1713298	1000252	EH	= 	.64		none			
DNDI1713298	1327100	IC90	= 	.96		uM			
DNDI1713298	1327097	IC50	= 	64.83		uM			
DNDI1713298	1035348	IC50	= 	.424		uM			
DNDI1713298	1034082	IC50	> 	20		uM			
DNDI1713298	1007806	CLint in vitro	= 	23.8		uL/min/mg			
DNDI1713298	1007804	t (1 / 2)	= 	72.9		Min			
DNDI1713298	1007176	logD	= 	1.3		none			
DNDI1713298	1007175	Kinetic	> 	100		ug/ml			
DNDI1713298	1007174	Kinetic	= 	25		ug/ml			
DNDI1713298	1007173	logD	= 	2.9		none			
DNDI1713298	1007173	logD	= 	3.5		none			
DNDI1713298	1007174	Kinetic	= 	25		ug/ml			
DNDI1713298	1007175	Kinetic	> 	100		ug/ml			
DNDI1713298	1007176	logD	= 	1.4		none			
DNDI1713298	1007804	t (1 / 2)	= 	55.4		Min			
DNDI1713298	1007806	CLint in vitro	= 	31.3		uL/min/mg			
DNDI1713298	1034082	IC50	> 	20		uM			
DNDI1713298	1035348	IC50	= 	.075		uM			
DNDI1713298	1000252	EH	= 	.57		none			
DNDI1713298	1327097	IC50	= 	59.57		uM			
DNDI1713298	1327100	IC90	> 	.1		uM			
DNDI1720692	1327100	IC90	= 	1.072		uM			
DNDI1720692	1327097	IC50	= 	64.25		uM			
DNDI1720692	1035348	IC50	= 	.603		uM			
DNDI1720693	1327100	IC90	= 	.011		uM			
DNDI1720693	1327097	IC50	= 	24.34		uM			
DNDI1720693	1000252	EH	= 	.75		none			
DNDI1720693	1007173	logD	> 	5.3		none			
DNDI1720693	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1720693	1007175	Kinetic	= 	12.5		ug/ml			
DNDI1720693	1007176	logD	= 	5.2		none			
DNDI1720693	1007804	t (1 / 2)	= 	32.8		Min			
DNDI1720693	1007806	CLint in vitro	= 	52.9		uL/min/mg			
DNDI1720693	1035348	IC50	= 	.007		uM			
DNDI1720693	1034082	IC50	> 	20		uM			
DNDI1720694	1000252	EH	= 	.85		none			
DNDI1720694	1007173	logD	> 	5.3		none			
DNDI1720694	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1720694	1007175	Kinetic	= 	25		ug/ml			
DNDI1720694	1007176	logD	= 	4.7		none			
DNDI1720694	1007804	t (1 / 2)	= 	16.8		Min			
DNDI1720694	1007806	CLint in vitro	= 	103.2		uL/min/mg			
DNDI1720694	1034082	IC50	> 	20		uM			
DNDI1720694	1035348	IC50	= 	.005		uM			
DNDI1720694	1327097	IC50	= 	17.68		uM			
DNDI1720694	1327100	IC90	= 	.010499999999999999		uM			
DNDI1720695	1000252	EH	= 	.87		none			
DNDI1720695	1327097	IC50	= 	30.02		uM			
DNDI1720695	1007174	Kinetic	< 	1.6		ug/ml			
DNDI1720695	1007175	Kinetic	= 	50		ug/ml			
DNDI1720695	1007176	logD	= 	4.6		none			
DNDI1720695	1007804	t (1 / 2)	= 	14.6		Min			
DNDI1720695	1007806	CLint in vitro	= 	118.4		uL/min/mg			
DNDI1720695	1034082	IC50	> 	20		uM			
DNDI1720695	1035348	IC50	= 	.007		uM			
DNDI1720695	1007173	logD	= 	4.8		none			
DNDI1720695	1327100	IC90	= 	.0135		uM			
DNDI1720697	1327100	IC90	= 	.07100000000000001		uM			
DNDI1720697	1327097	IC50	> 	100		uM			
DNDI1720697	1035348	IC50	= 	.027		uM			
DNDI1720697	1034082	IC50	> 	20		uM			
DNDI1720697	1007806	CLint in vitro	= 	12.2		uL/min/mg			
DNDI1720697	1007804	t (1 / 2)	= 	141.5		Min			
DNDI1720697	1007176	logD	= 	.7		none			
DNDI1720697	1007175	Kinetic	> 	100		ug/ml			
DNDI1720697	1007174	Kinetic	> 	100		ug/ml			
DNDI1720697	1007173	logD	= 	2.2		none			
DNDI1720697	1000252	EH	= 	.41		none			
DNDI1720698	1327100	IC90	> 	.1		uM			
DNDI1720698	1327097	IC50	= 	49.629999999999995		uM			
DNDI1720698	1035348	IC50	= 	.061		uM			
DNDI1720698	1034082	IC50	= 	17		uM			
DNDI1720698	1007806	CLint in vitro	= 	48.4		uL/min/mg			
DNDI1720698	1007804	t (1 / 2)	= 	35.8		Min			
DNDI1720698	1007176	logD	= 	1.6		none			
DNDI1720698	1000252	EH	= 	.73		none			
DNDI1720698	1007173	logD	= 	4.3		none			
DNDI1720698	1007174	Kinetic	= 	25		ug/ml			
DNDI1720698	1007175	Kinetic	> 	100		ug/ml			
DNDI1724342	1327100	IC90	= 	.004		uM			
DNDI1724342	1327097	IC50	> 	100		uM			
DNDI1724342	1035348	IC50	= 	.002		uM			
DNDI1724343	1007804	t (1 / 2)	= 	25.7		Min			
DNDI1724343	1007806	CLint in vitro	= 	67.5		uL/min/mg			
DNDI1724343	1034082	IC50	= 	16		uM			
DNDI1724343	1007176	logD	> 	5.3		none			
DNDI1724343	1007175	Kinetic	< 	1.6		ug/ml			
DNDI1724343	1007174	Kinetic	= 	3.1		ug/ml			
DNDI1724343	1007173	logD	= 	5.2		none			
DNDI1724343	1000252	EH	= 	.79		none			
DNDI1724343	1035348	IC50	= 	.007		uM			
DNDI1724343	1327097	IC50	= 	76.54		uM			
DNDI1724343	1327100	IC90	= 	.011		uM			
DNDI1724344	1000252	EH	= 	.64		none			
DNDI1724344	1007173	logD	= 	4.3		none			
DNDI1724344	1007174	Kinetic	= 	1.6		ug/ml			
DNDI1724344	1007175	Kinetic	= 	1.6		ug/ml			
DNDI1724344	1007176	logD	= 	4.4		none			
DNDI1724344	1007804	t (1 / 2)	= 	53.7		Min			
DNDI1724344	1007806	CLint in vitro	= 	32.3		uL/min/mg			
DNDI1724344	1034082	IC50	= 	9		uM			
DNDI1724344	1035348	IC50	= 	.01		uM			
DNDI1724344	1327097	IC50	= 	48.07		uM			
DNDI1724344	1327100	IC90	= 	.020999999999999998		uM			
DNDI1724344	1035348	IC50	= 	.01595		uM			
DNDI1724344	1327097	IC50	> 	100		uM			
DNDI1724344	1327100	IC90	> 	.1		uM			
DNDI1724344	1327661	IC50	> 	10		uM			
DNDI1724344	1331121	% inhibition	= 			%			
DNDI1724945	1327100	IC90	> 	10		uM			
DNDI1724945	1327097	IC50	= 	51.5		uM			
DNDI1724945	1035348	IC50	= 	.036		uM			
DNDI1724945	1034082	IC50	> 	20		uM			
DNDI1724945	1007176	logD	= 	1.6		none			
DNDI1724945	1007175	Kinetic	> 	100		ug/ml			
DNDI1724945	1007174	Kinetic	= 	25		ug/ml			
DNDI1724945	1007173	logD	= 	3.9		none			
DNDI1724945	1000252	EH	= 	.76		none			
DNDI1724945	1007804	t (1 / 2)	= 	29.8		Min			
DNDI1724945	1007806	CLint in vitro	= 	58.2		uL/min/mg			
DNDI1729593	1000252	EH	= 	.89		none			
DNDI1729593	1007173	logD	= 	5.1		none			
DNDI1729593	1007174	Kinetic	= 	3.1		ug/ml			
DNDI1729593	1007175	Kinetic	> 	100		ug/ml			
DNDI1729593	1007176	logD	= 	1.8		none			
DNDI1729593	1007804	t (1 / 2)	= 	12.6		Min			
DNDI1729593	1007806	CLint in vitro	= 	138.1		uL/min/mg			
DNDI1729593	1034082	IC50	= 	16		uM			
DNDI1729593	1035348	IC50	= 	.015		uM			
DNDI1729593	1327097	IC50	= 	64.87		uM			
DNDI1729593	1327100	IC90	= 	.025		uM			
DNDI1729593	1327661	IC50	> 	10		uM			
DNDI1729594	1327661	IC50	> 	10		uM			
DNDI1729594	1327100	IC90	= 	8.14		uM			
DNDI1729594	1007173	logD	> 	5.3		none			
DNDI1729594	1327100	IC90	= 	8.139		uM			
DNDI1729594	1327097	IC50	> 	100		uM			
DNDI1729594	1327097	IC50	> 	100		uM			
DNDI1729594	1035348	IC50	= 	5.13		uM			
DNDI1729594	1035348	IC50	= 	5.131		uM			
DNDI1729594	1034082	IC50	> 	20		uM			
DNDI1729594	1007806	CLint in vitro	= 	27.7		uL/min/mg			
DNDI1729594	1007804	t (1 / 2)	= 	62.6		Min			
DNDI1729594	1007176	logD	> 	5.3		none			
DNDI1729594	1007175	Kinetic	> 	100		ug/ml			
DNDI1729594	1007174	Kinetic	= 	1.6		ug/ml			
DNDI1729594	1000252	EH	= 	.61		none			
DNDI1734530	1327097	IC50	= 	93.18		uM			
DNDI1734530	1035348	IC50	= 	.0036499999999999996		uM			
DNDI1734530	1035348	IC50	= 	.0054		uM			
DNDI1734530	1035348	IC50	= 	.005		uM			
DNDI1734530	1008057	IC50	= 	6.3		uM			
DNDI1734530	1007804	t (1 / 2)	= 	56		Min			
DNDI1734530	1007599	Kinetic	< 	1.6		ug/ml			
DNDI1734530	1007175	Kinetic	= 	12.5		ug/ml			
DNDI1734530	1007173	logD	= 	4.9		none			
DNDI1734530	1007988	logD	= 	5		none			
DNDI1734530	1327100	IC90	= 	.00915		uM			
DNDI1734530	1327661	IC50	> 	10		uM			
DNDI1734530	1331121	% inhibition	= 			%			
DNDI1734530	1327097	IC50	= 	56.9		uM			
DNDI1734530	1327097	IC50	= 	56.9		uM			
DNDI1734530	1327100	IC90	= 	.01		uM			
DNDI1734530	1327100	IC90	= 	.01		uM			
DNDI1734530	1327661	IC50	> 	10		uM			
DNDI1734530	1007806	CLint in vitro	= 	30.9		uL/min/mg			
DNDI1734530	1000252	EH	= 	.63		none			
