smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,ASSAY_TYPE,ASSAY_STRAIN,TARGET_TYPE,DOSE,timepoint_unit,SUPPLIER,ASSAY_SOP,New ASSAY_SOP,Comment
CC(C)(C)COc1ncccc1/C(=N/O)NCCN1CCOCC1,CC(C)(C)COc1ncccc1/C(=N/O)NCCN1CCOCC1,.,=,6.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(/c1cccnc1OCc1ccccc1)N1CCCCC1,O/N=C(/c1cccnc1OCc1ccccc1)N1CCCCC1,.,=,17.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(/c1cccnc1OCc1ccccc1)N1CCSCC1,O/N=C(/c1cccnc1OCc1ccccc1)N1CCSCC1,.,=,13.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(/c1cccnc1OCc1ccccc1)N1CCOCC1,O/N=C(/c1cccnc1OCc1ccccc1)N1CCOCC1,.,=,14.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(\NCc1cccs1)c1cccnc1OCc1ccccc1,O/N=C(\NCc1cccs1)c1cccnc1OCc1ccccc1,.,=,10.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)(C)COc1ncccc1/C(=N/O)NCC1CCCO1,CC(C)(C)COc1ncccc1/C(=N/O)NCC1CCCO1,.,=,4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC1CCC(C)N1/C(=N\O)c1cccnc1OCC(C)(C)C,CC1CCC(C)N1/C(=N\O)c1cccnc1OCC(C)(C)C,.,=,1.25,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CC1CCC(C)N1/C(=N\O)c1cccnc1OCC(C)(C)C,CC1CCC(C)N1/C(=N\O)c1cccnc1OCC(C)(C)C,.,=,93.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)(C)COc1ncccc1/C(=N/O)N1CCCC1,CC(C)(C)COc1ncccc1/C(=N/O)N1CCCC1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)N/C(=N\O)c1cccnc1OCC(C)(C)C,CC(C)N/C(=N\O)c1cccnc1OCC(C)(C)C,.,=,0.9,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CC(C)N/C(=N\O)c1cccnc1OCC(C)(C)C,CC(C)N/C(=N\O)c1cccnc1OCC(C)(C)C,.,=,100.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)(C)COc1ncccc1/C(=N/O)NCc1ccccc1,CC(C)(C)COc1ncccc1/C(=N/O)NCc1ccccc1,.,=,17.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(\NCc1c(F)cccc1F)c1cccnc1OCc1ccccc1,O/N=C(\NCc1c(F)cccc1F)c1cccnc1OCc1ccccc1,.,=,23.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(\NCC1CC1)c1cccnc1OCc1ccccc1,O/N=C(\NCC1CC1)c1cccnc1OCc1ccccc1,.,=,0.61,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
O/N=C(\NCC1CC1)c1cccnc1OCc1ccccc1,O/N=C(\NCC1CC1)c1cccnc1OCc1ccccc1,.,=,99.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COC(=O)C1CCN(/C(=N\O)c2cccnc2OCc2ccccc2)CC1,COC(=O)C1CCN(/C(=N\O)c2cccnc2OCc2ccccc2)CC1,.,=,61.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)(C)COc1ncccc1/C(=N/O)NCC1CCCCC1,CC(C)(C)COc1ncccc1/C(=N/O)NCC1CCCCC1,.,=,-1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)(C)COc1ncccc1/C(=N/O)NCc1cccnc1,CC(C)(C)COc1ncccc1/C(=N/O)NCc1cccnc1,.,=,8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)(C)COc1ncccc1/C(=N/O)n1ccnc1,CC(C)(C)COc1ncccc1/C(=N/O)n1ccnc1,.,=,30.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)(C)COc1ncccc1/C(=N/O)N1CCCCCC1,CC(C)(C)COc1ncccc1/C(=N/O)N1CCCCCC1,.,=,8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CN(/C(=N\O)c1cccnc1OCC(C)(C)C)C1CCCCC1,CN(/C(=N\O)c1cccnc1OCC(C)(C)C)C1CCCCC1,.,=,11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(\Nc1ccccc1)c1cccnc1OCc1ccccc1,O/N=C(\Nc1ccccc1)c1cccnc1OCc1ccccc1,.,=,1.26,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
O/N=C(\Nc1ccccc1)c1cccnc1OCc1ccccc1,O/N=C(\Nc1ccccc1)c1cccnc1OCc1ccccc1,.,=,77.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(\NCc1ccco1)c1cccnc1OCc1ccccc1,O/N=C(\NCc1ccco1)c1cccnc1OCc1ccccc1,.,=,17.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(\NC1CCCC1)c1cccnc1OCc1ccccc1,O/N=C(\NC1CCCC1)c1cccnc1OCc1ccccc1,.,=,53.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)c1ccc(COc2ncccc2/C(=N/O)NC2CCCC2)cc1,CC(C)c1ccc(COc2ncccc2/C(=N/O)NC2CCCC2)cc1,.,=,21.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCN(CC1CC1)/C(=N\O)c1cccnc1Oc1ccc(Cl)cc1-c1ccno1,CCCN(CC1CC1)/C(=N\O)c1cccnc1Oc1ccc(Cl)cc1-c1ccno1,.,=,23.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(CN/C(=N\O)c2ccc(C)nc2OCC(C)C)c1,COc1cccc(CN/C(=N\O)c2ccc(C)nc2OCC(C)C)c1,.,=,24.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NC2CC(C)CC(C)(C)C2)c(OCC(C)C)n1,Cc1ccc(/C(=N/O)NC2CC(C)CC(C)(C)C2)c(OCC(C)C)n1,.,=,97.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NC2CC(C)CC(C)(C)C2)c(OCC(C)C)n1,Cc1ccc(/C(=N/O)NC2CC(C)CC(C)(C)C2)c(OCC(C)C)n1,.,=,1.77,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCc2ccco2)c(OCC2CCCCC2)n1,Cc1ccc(/C(=N/O)NCc2ccco2)c(OCC2CCCCC2)n1,.,=,8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NC2CCCC2)c(OCC2CCCCC2)n1,Cc1ccc(/C(=N/O)NC2CCCC2)c(OCC2CCCCC2)n1,.,=,12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)n2ccnc2C)c(OCC(F)(F)F)n1,Cc1ccc(/C(=N/O)n2ccnc2C)c(OCC(F)(F)F)n1,.,=,21.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)n2ccnc2C)c(OCc2ccccc2C)n1,Cc1ccc(/C(=N/O)n2ccnc2C)c(OCc2ccccc2C)n1,.,=,16.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)n2ccnc2C)c(OCc2ccccc2)n1,Cc1ccc(/C(=N/O)n2ccnc2C)c(OCc2ccccc2)n1,.,=,22.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N2CC(C)CC(C)C2)c(OCc2cccc(F)c2)n1,Cc1ccc(/C(=N/O)N2CC(C)CC(C)C2)c(OCc2cccc(F)c2)n1,.,=,-12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COCCN/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,COCCN/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,.,=,-16.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1cn(/C(=N\O)c2ccc(C)nc2OCc2cccc(F)c2)cn1,Cc1cn(/C(=N\O)c2ccc(C)nc2OCc2cccc(F)c2)cn1,.,=,-5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1cn(/C(=N\O)c2ccc(C)nc2OCc2ccccc2F)cn1,Cc1cn(/C(=N\O)c2ccc(C)nc2OCc2ccccc2F)cn1,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC1=NCCN1/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,CC1=NCCN1/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(CN/C(=N\O)c2ccc(C)nc2OCc2cccc(F)c2)c1,COc1cccc(CN/C(=N\O)c2ccc(C)nc2OCc2cccc(F)c2)c1,.,=,-7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCC(C)(C)C)c(OCc2cccc(F)c2)n1,Cc1ccc(/C(=N/O)NCC(C)(C)C)c(OCc2cccc(F)c2)n1,.,=,96.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCC(C)(C)C)c(OCc2cccc(F)c2)n1,Cc1ccc(/C(=N/O)NCC(C)(C)C)c(OCc2cccc(F)c2)n1,.,=,2.11,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N(C)Cc2cccnc2)c(OCc2ccccc2F)n1,Cc1ccc(/C(=N/O)N(C)Cc2cccnc2)c(OCc2ccccc2F)n1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N(C)Cc2cccnc2)c(OCc2ccc(C(C)C)cc2)n1,Cc1ccc(/C(=N/O)N(C)Cc2cccnc2)c(OCc2ccc(C(C)C)cc2)n1,.,=,13.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NC2CCC2)c(OCc2cccc(F)c2)n1,Cc1ccc(/C(=N/O)NC2CCC2)c(OCc2cccc(F)c2)n1,.,=,-11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NC2CCCCC2)c(OCc2ccccc2C)n1,Cc1ccc(/C(=N/O)NC2CCCCC2)c(OCc2ccccc2C)n1,.,=,11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NC2CCCCC2)c(OCc2cccc(F)c2)n1,Cc1ccc(/C(=N/O)NC2CCCCC2)c(OCc2cccc(F)c2)n1,.,=,-9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCc2cc(F)ccc2F)c(OCc2ccccc2F)n1,Cc1ccc(/C(=N/O)NCc2cc(F)ccc2F)c(OCc2ccccc2F)n1,.,=,11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COCC(C)N/C(=N\O)c1ccc(C)nc1OCc1ccccc1C,COCC(C)N/C(=N\O)c1ccc(C)nc1OCc1ccccc1C,.,=,8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COCC(C)N/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,COCC(C)N/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,.,=,-16.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COCC(C)N/C(=N\O)c1ccc(C)nc1OCc1ccccc1F,COCC(C)N/C(=N\O)c1ccc(C)nc1OCc1ccccc1F,.,=,12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1ccccc1CN/C(=N\O)c1ccc(C)nc1OC1CCC1,COc1ccccc1CN/C(=N\O)c1ccc(C)nc1OC1CCC1,.,=,6.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1ccccc1CN/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,COc1ccccc1CN/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,.,=,-8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1ccccc1CN/C(=N\O)c1ccc(C)nc1OCc1ccccc1F,COc1ccccc1CN/C(=N\O)c1ccc(C)nc1OCc1ccccc1F,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCCN2CCCCC2)c(OCc2cccc(F)c2)n1,Cc1ccc(/C(=N/O)NCCN2CCCCC2)c(OCc2cccc(F)c2)n1,.,=,8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N2CCC(C)CC2)c(OCc2cccc(F)c2)n1,Cc1ccc(/C(=N/O)N2CCC(C)CC2)c(OCc2cccc(F)c2)n1,.,=,-6.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N2CCC(C)CC2)c(OCc2ccccc2F)n1,Cc1ccc(/C(=N/O)N2CCC(C)CC2)c(OCc2ccccc2F)n1,.,=,2.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCc2cc(F)cc(F)c2)c(OCc2cccc(F)c2)n1,Cc1ccc(/C(=N/O)NCc2cc(F)cc(F)c2)c(OCc2cccc(F)c2)n1,.,=,-12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCN(/C(=N\O)c1ccc(C)nc1OCc1ccccc1F)C(C)C,CCN(/C(=N\O)c1ccc(C)nc1OCc1ccccc1F)C(C)C,.,=,4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCc2ccc(C)o2)c(OCc2cccc(F)c2)n1,Cc1ccc(/C(=N/O)NCc2ccc(C)o2)c(OCc2cccc(F)c2)n1,.,=,-14.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCc2ccc(C)o2)c(OCc2ccccc2F)n1,Cc1ccc(/C(=N/O)NCc2ccc(C)o2)c(OCc2ccccc2F)n1,.,=,18.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N(C)Cc2ccco2)c(OCc2ccccc2F)n1,Cc1ccc(/C(=N/O)N(C)Cc2ccco2)c(OCc2ccccc2F)n1,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N(C)Cc2ccco2)c(OCc2ccccc2)n1,Cc1ccc(/C(=N/O)N(C)Cc2ccco2)c(OCc2ccccc2)n1,.,=,19.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N(C)Cc2ccco2)c(OCc2ccc(C(C)C)cc2)n1,Cc1ccc(/C(=N/O)N(C)Cc2ccco2)c(OCc2ccc(C(C)C)cc2)n1,.,=,23.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N2CCC3CCCCC3C2)c(OCC(F)(F)F)n1,Cc1ccc(/C(=N/O)N2CCC3CCCCC3C2)c(OCC(F)(F)F)n1,.,=,13.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N2CCC3CCCCC3C2)c(OCc2ccccc2F)n1,Cc1ccc(/C(=N/O)N2CCC3CCCCC3C2)c(OCc2ccccc2F)n1,.,=,-8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCc2ccccc2C)c(OCc2ccc(C(C)C)cc2)n1,Cc1ccc(/C(=N/O)NCc2ccccc2C)c(OCc2ccc(C(C)C)cc2)n1,.,=,31.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCN/C(=N\O)c1ccc(C)nc1OCc1ccccc1C,CCCN/C(=N\O)c1ccc(C)nc1OCc1ccccc1C,.,=,5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCN/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,CCCN/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCN/C(=N\O)c1ccc(C)nc1OCc1ccccc1F,CCCN/C(=N\O)c1ccc(C)nc1OCc1ccccc1F,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N2CC2C)c(OCc2ccccc2F)n1,Cc1ccc(/C(=N/O)N2CC2C)c(OCc2ccccc2F)n1,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CSCCN/C(=N\O)c1ccc(C)nc1OCc1ccccc1C,CSCCN/C(=N\O)c1ccc(C)nc1OCc1ccccc1C,.,=,13.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CSCCN/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,CSCCN/C(=N\O)c1ccc(C)nc1OCc1cccc(F)c1,.,=,-4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CSCCN/C(=N\O)c1ccc(C)nc1OCc1ccccc1F,CSCCN/C(=N\O)c1ccc(C)nc1OCc1ccccc1F,.,=,7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1ccccc1COc1nc(C)ccc1/C(=N/O)NCCSC,COc1ccccc1COc1nc(C)ccc1/C(=N/O)NCCSC,.,=,2.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCCC2CCCN2C)c(OCc2cccc(F)c2)n1,Cc1ccc(/C(=N/O)NCCC2CCCN2C)c(OCc2cccc(F)c2)n1,.,=,-12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)NCCC2CCCN2C)c(OCc2ccccc2)n1,Cc1ccc(/C(=N/O)NCCC2CCCN2C)c(OCc2ccccc2)n1,.,=,22.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)Nc2ccon2)c(OCc2ccccc2C)n1,Cc1ccc(/C(=N/O)Nc2ccon2)c(OCc2ccccc2C)n1,.,=,26.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc(/C(=N/O)N2CCCC2C)c(OCc2ccccc2F)n1,Cc1ccc(/C(=N/O)N2CCCC2C)c(OCc2ccccc2F)n1,.,=,-11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
